company_name,category,address,website_url,phone_number,email_address
Loughrea Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Pigott's St, Loughrea, Co. Galway, Ireland",https://loughreafamilyresourcecentre.ie/parent-toddler-baby-group/,,familysupport@loughreafamilyresourcecentre.ie
"Malin Head Ballyhillin Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Malin Head, Co. Donegal, Ireland",https://totsspots.com/listing/malin-head-ballyhillin-toddler-group/,,mmoc88@hotmail.com
Maree Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Garraun Upper, County Galway, H91 V12C, Ireland",https://totsspots.com/listing/maree-parent-baby-toddler-group/,,aorourke2002@hotmail.com
"Maudlintown Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Hantoon Road, Wexford, Ireland",http://www.southendfrc.ie/,087 7633002,
"Milford Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","The Acres, Milford, Co. Donegal, Ireland",https://thisismilford.com/,,info@mdrc.ie
"Millstreet Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","West End, Coomlogane, Millstreet, Co. Cork, Ireland",https://totsspots.com/listing/millstreet-parent-baby-toddler-group/,0857478059,
Monaghan Toddler Group - Teach Na nDaoine,"Playgroups, Baby & Toddler Group","Killyconigan, Monaghan, H18 D218, Ireland",https://teachnadaoinefrc.com/our-supports/,04771398,info@teachnadaoine.com
Monaghan Toddler Groups with no Social Presence,"Playgroups, Baby & Toddler Group","Drum, County Monaghan, H16 FH61, Ireland Skinnagin, Monaghan, Ireland Smithborough, Monaghan, Ireland Glaslough, Co. Monaghan, Ireland Saint Patrick's Church, Church Square, Roosky, Monaghan, Ireland",https://totsspots.com/listing/monaghan-parent-baby-toddler-group/,,
"Monard Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Monard, County Tipperary, Ireland",https://totsspots.com/listing/monard-parent-baby-toddler-group/,086 3667624,
Mooncoin Kilkenny - Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Mooncoin, County Kilkenny, Ireland",https://totsspots.com/listing/mooncoin-kilkenny-baby-toddler-group/,086 2546317,
"Moville Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Magheranappan, County Donegal, F93 X593, Ireland",https://movillefrc.com/parents-and-toddlers-group,,raymond54c@gmail.com
"Moyvane Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Glin Road, Moyvane North, Moyvane, County Kerry, Ireland",https://totsspots.com/listing/moyvane-parent-baby-toddler-group/,,
"Muine Bheag Parent, Baby & Toddler Group -Bagenalstown","Playgroups, Baby & Toddler Group","Moneybeg, Muine Bheag, County Carlow, R21 Y753, Ireland",https://bagenalstownfamilyresourcecentre.ie/services/family-support-services/,,
"Mullagh Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Main Street, Mullagh, Mullagh, County Cavan, Ireland",https://totsspots.com/listing/mullagh-cavan-parent-baby-and-toddler-group/,,pandtgroup2021@gmail.com
"Nenagh Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Tyone, Nenagh, County Tipperary, E45 FC94, Ireland",https://www.silverarchfrc.ie/news/145/community-families-parent-toddler-amp-baby-groups.php,087 9520130,info@silverarchfrc.ie
"New Ross Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Bullawn, New Ross, County Wexford, Ireland","https://www.youthnewross.com/parentchild/#:~:text=3.-,Parent%20and%20toddler%20group,Kitchen%20in%20Youth%20New%20Ross.",051 425 415,
"Newcastle West Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Desmond Business Park, Gortboy, Newcastle West, Co. Limerick, Ireland",https://totsspots.com/listing/kids-and-co-parent-baby-toddler-group/,,
Newpark Kilkenny - Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Newpark Lower, Kilkenny, R95 X588, Ireland",https://www.kilkennychurch.com/parents-toddlers,086 1547151,
"Newport Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cloondaff, County Mayo, F28 P9P7, Ireland",https://totsspots.com/listing/newport-parent-baby-toddler-group/,,kath.omalley@hotmail.co.uk
"Newport Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Clonbealy, Newport, County Tipperary, V94 EY72, Ireland",https://www.silverarchfrc.ie/news/145/community-families-parent-toddler-amp-baby-groups.php,087 9520130,info@silverarchfrc.ie
"Newtown Cork Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Newtownshandrum, County Cork, Ireland",https://totsspots.com/listing/newtownshandrum-parent-baby-toddler-group/,0861918543,
"Oughterard / Clann / Corrib Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Oughterard, Co. Galway, Ireland",http://clannrescentre.com/activities/children-activities/corrib-baby-and-toddler/,,developmentofficer@clannrescentre.com
"Pettigo Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","High Street, Pettigo, County Donegal, Ireland",https://totsspots.com/listing/pettigo-donegal-toddler-group/,,theforgefrc@protonmail.com
"Portarlington Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Link Road, Cooltederry, Portarlington, County Laois, Ireland",https://totsspots.com/listing/portarlington-laois-parent-baby-toddler-group/,,carolarogan.ck@gmail.com
Quin Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Quingardens, County Clare, V95 RX75, Ireland",https://totsspots.com/listing/quin-baby-toddler-group-clare/,0860486263,quintoddlergroup@gmail.com
"Quin Village Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Quingardens, County Clare, V95 RX75, Ireland",https://totsspots.com/listing/quin-village-parent-baby-and-toddler-group/,0831179172,
"Rahara Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Rahara, County Roscommon, F42 XR20, Ireland",https://totsspots.com/listing/rahara-parent-baby-and-toddler-group/,,
"Ramsgrange Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ramsgrange, County Wexford, Ireland",http://swwfrc.ie/family-supports-swwfrc/the-parent-and-toddler-group/,087 3605595,
Raphoe Family Resource Centre Toddler Group,"Playgroups, Baby & Toddler Group","Raphoe Townparks, County Donegal, F93 DX0E, Ireland",https://raphoefrc.ie/little-smiles-with-big-dreams-toddler-group-2,,laura.doran@raphoefrc.ie
Raphoe Little Sparks Donegal Toddler Group,"Playgroups, Baby & Toddler Group","Derry Road, Magherasollus, Donegal, Ireland",https://totsspots.com/listing/raphoe-donegal-sparks-toddler-group/,,kathycarter73@msn.com
"Raphoe Parent, Baby, Toddler Group","Playgroups, Baby & Toddler Group","Raphoe Townparks, County Donegal, F93 XF53, Ireland",https://totsspots.com/listing/raphoe-donegal-toddler-group/,,claire.okane@dpfss.ie
"Rathedmond Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Wine Street, Rathedmond, Sligo, Ireland",https://totsspots.com/listing/rathedmond-parent-baby-toddler-group/,087 9137713,
"Rathnure Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Rathnure Upper, County Wexford, Y21 V228, Ireland",https://totsspots.com/listing/rathnure-parent-baby-toddler-group/,086 8428848,
"Ray Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Ray, County Donegal, F92 CD70, Ireland",https://totsspots.com/listing/ray-donegal-toddler-group/,,mariekgordon@hotmail.com
"Reenard (South Kerry) Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Reenard, County Kerry, V23 TX20, Ireland",https://totsspots.com/listing/reenard-parent-baby-toddler-group/,087 7606631,
Renaniree Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Reananerree, County Cork, P12 F447, Ireland",https://totsspots.com/listing/renaniree-parent-baby-toddler-group/,0879639293,
Renmore Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Renmore Avenue, Renmore, Galway, Ireland",https://totsspots.com/listing/renmore-parent-baby-toddler-group/,,lodonnell1@gmail.com
"Rockchapel Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Tooreennagrena, County Cork, P51 T670, Ireland",https://totsspots.com/listing/rockchapel-baby-toddler-group/,087 6818113,
"Rooskey Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Main St, Roosky, County Roscommon, Ireland",https://totsspots.com/listing/rooskey-parent-baby-and-toddler-group/,,
"Roscrea / Corville Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Roscrea, Co. Tipperary, Ireland",https://totsspots.com/listing/corville-parent-baby-toddler-group/,086 1913383,
Rossbrien - Mother & Toddler Group - Adapt - Domestic Abuse,"Playgroups, Baby & Toddler Group","Rossbrien, Limerick, Ireland",https://adaptservices.ie/child-and-youth/,,childcare@adaptservices.ie
"Rosslare Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Bearlough, County Wexford, Y35 CC9N, Ireland",https://www.rosslareholidayresort.ie/events,053-9132202,
"Schull Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Pier Road, Meenvane, Schull, Cork, Ireland",https://totsspots.com/listing/schull-parent-baby-toddler-group/,,
"Shanakill Tralee Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Shanakill Estate, Tralee, County Kerry, Ireland",https://totsspots.com/listing/shanakill-parent-baby-toddler-group/,089 4678544,
"Shannon Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Smithstown, Shannon, County Clare, V14 KX52, Ireland",https://totsspots.com/listing/shannon-parent-baby-toddler-group/,086 300 9450,
"Shannon Parent, Baby & Toddler Group - Resource Centre","Playgroups, Baby & Toddler Group","Ballycasey More, Shannon, County Clare, V14 XV97, Ireland",https://www.shannonfrc.com/parentandtoddler.html,061707600,admin@shannonfrc.ie
"Sheeps Head Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Durrus, County Cork, Ireland",https://totsspots.com/listing/sheeps-head-parent-baby-toddler-group/,,
"Shercock Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Shercock, County Cavan, Ireland",https://totsspots.com/listing/shercock-parent-baby-and-toddler-group/,,shercockchildresource@eircom.net
"Sligo Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","49 The Mall, Rathquarter, Sligo, Ireland",https://sligofamilyresourcecentre.org/parent-and-toddler-group/,071 91 46315,
"Strandhill Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Carrowbunnaun, Co. Sligo, Ireland Carrowbunnaun, County Sligo, F91 XH50, Ireland",https://totsspots.com/listing/strandhill-parent-baby-toddler-group/,086 6038260,
"Stranorlar Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Stranorlar, County Donegal, Ireland",https://totsspots.com/listing/stranorlar-parent-baby-and-toddler-group/,,sally.mooney@finnvalleyfrc.ie
"Swanlinbar Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Swanlinbar, County Cavan, Ireland",https://totsspots.com/listing/swanlinbar-parent-baby-and-toddler-group/,,samymac1@live.ie
"Swinford Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cuilmore Rd, Cloonlara, County Mayo, Ireland",https://totsspots.com/listing/swinford-parent-baby-and-toddler-group/,,grainne-king15@outlook.com
"Taghmon Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Taghmon, County Wexford, Y35 WTP3, Ireland",http://taghmonfrc.ie/?fbclid=IwZXh0bgNhZW0CMTAAAR1nCALu5Aq2sRK76VVZKFLvhAgVXB6HNBkffxlgR2msaWS-zi_20M9ZPro_aem_328nOz86NtT11BsqNOWYFw,053 9134465,
"Templemore Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Kiltillane, County Tipperary, E41 X433, Ireland",https://totsspots.com/listing/templemore-corville-parent-baby-toddler-group/,0831606832,
"Termon Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Termon, County Donegal, Ireland",https://craoibhintermon.ie/programs/,074 911 9988,
"Thurles Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Thurles Townparks, Thurles, County Tipperary, E41 A4E8, Ireland",https://www.silverarchfrc.ie/news/145/community-families-parent-toddler-amp-baby-groups.php,087 9520130,info@silverarchfrc.ie
"Togher Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Togher, Cork, T12 DN1Y, Ireland",https://tfamc.ie/?fbclid=IwY2xjawKR0ohleHRuA2FlbQIxMABicmlkETF0Sm9qT3lTTEVuQlp3VFJZAR4uwKOE5IV_GbZnmS5FsdChqtuvOH3seMiTjuTCdt6C8fukNhSx_CaYtc6WHQ_aem_zg-6wndANClDK3HvjCzBZw,,operations@tfamc.ie
"Tralee (St Brendan's) Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Rahoonane, Tralee, County Kerry, V92 XA36, Ireland",https://totsspots.com/listing/tralee-parent-baby-toddler-group/,,
Tralee Down Syndrome Toddler Group,"Playgroups, Baby & Toddler Group","Tralee, County Kerry, V92 YK79, Ireland",https://downsyndrome.ie/branches-detail/kerry/,0874330090,
"Tubbercurry Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Mountain Rd, Tobercurry, Co. Sligo, Ireland",https://tubbercurryfrc.com/,071 91 86926,
"Tulla Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Chapel St, Tulla, Co. Clare, Ireland",https://totsspots.com/listing/tulla-parent-baby-toddler-group/,087 6860800,
Tullow Parent & Toddler Group Carlow,"Playgroups, Baby & Toddler Group","Tullowphelim, County Carlow, R93 CY68, Ireland",https://www.forwardstepsfrc.com/servicessupport,059 9152776,receptionforwardsteps@gmail.com
"Turlough Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Turlough Rd, Castlebar, Co. Mayo, Ireland",https://totsspots.com/listing/turlough-parent-baby-and-toddler-group/,,
Watergrasshill Playgroup,"Playgroups, Baby & Toddler Group","Mitchellsfort, County Cork, T56 X021, Ireland",https://www.facebook.com/share/577zzhoQSn4Hu6GA/,+353 83 858 4097,Lsmith_sa@yahoo.com
"Westport Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cahernamart, Westport, County Mayo, F28 FN32, Ireland",https://totsspots.com/listing/westport-parent-baby-toddler-group/,,westportpandt@gmail.com
Westside Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Galway, H91 R853, Ireland",https://www.westsideresourcecentre.ie/index.html,,info@westsideresourcecentre.ie
"Wexford Down Syndrome Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Crannford, County Wexford, Ireland",https://downsyndrome.ie/branches-detail/wexford/,086 3332845,
Whitechurch and Waterloo Toddler Group,"Playgroups, Baby & Toddler Group","Farranastig, County Cork, T34 RR58, Ireland",https://totsspots.com/listing/whitechurch-waterloo-toddler-group/,,
Woodford/Surrounding Areas Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Woodford, Galway, Ireland",https://totsspots.com/listing/woodford-parent-baby-toddler-group/,,woodfordplaygroup@gmail.com
"Belmullet Parent, Baby and Toddler Group","Playgroups, Baby Massage, Baby & Toddler Group","Logmore, County Mayo, Ireland",https://totsspots.com/listing/belmullet-parent-baby-toddler-group/,,aine.conway47@gmail.com
Mahon Parent and Toddler Group & Baby Massage Cork,"Playgroups, Baby Massage, Baby & Toddler Group","Mahon, Cork, T12 Y180, Ireland",https://mahonfamilycentre.wixsite.com/themahonfamilycentre/blank-1,,
"Downstrands Parent, Baby and Toddler Group","Playgroups, Baby Massage, For Parents, Baby & Toddler Group","Kilclooney Beg, County Donegal, F94 DN83, Ireland",https://downstrandsfrc.ie/downstrands-parent-toddler-group/,,familysupportdfrc@protonmail.com
Bloom Baby Classes Midlands Ireland,"Playgroups, Baby Massage, Sensory/Messy Play","Mucklagh, County Offaly, R35 DN02, Ireland Crannagh, County Roscommon, N37 T298, Ireland Aghafin, County Longford, N39 W425, Ireland Springfield Or Spittlefield, Mullingar, County Westmeath, N91 PX22, Ireland",http://www.bloombabyclasses.com/midlands-ireland/,0857357963,maria@bloombabyclasses.com
Bloom Baby Classes North West Ireland,"Playgroups, Baby Massage, Sensory/Messy Play, Movement & Play","Townparks, Carrick-On-Shannon, County Leitrim, N41 X9D6, Ireland",https://www.bloombabyclasses.com/north-west-ireland/,089 4082728,trish@bloombabyclasses.com
Bloom Baby Classes North West Ireland,"Playgroups, Baby Massage, Sensory/Messy Play, Movement & Play","Abbeyhalfquarter, Ballina, County Mayo, F26 E7D6, Ireland",https://www.bloombabyclasses.com/north-west-ireland/,089 4082728,trish@bloombabyclasses.com
Down Syndrome Limerick Toddler Group/ Social Club - Newcastle/Castletroy,"Playgroups, Baby Massage, Swimming, Social, Baby & Toddler Group","Newcastle, Limerick, V94 D998, Ireland Bawnmore, County Limerick, Ireland Castletroy, County Limerick, Ireland",https://downsyndromelimerick.ie/activities-for-members/,061 334023,info@downsyndromelimerick.ie
Ardfallen/Douglas Breastfeeding and Toddler Group,"Playgroups, Breast Feeding, Baby & Toddler Group","Douglas Road, Cork, Ireland",https://www.lalecheleagueireland.com/groups,,
"Corglass Cavan Parent, Baby and Toddler Group","Playgroups, Breast Feeding, Baby & Toddler Group","Corglass, County Cavan, H12 ND36, Ireland",http://cavanbaptist.ie/little-hands-toddler-group/,0892374924,
Monaghan / Castleblayney Breastfeeding & Baby Group,"Playgroups, Breast Feeding, Baby & Toddler Group","Dernaglug, County Monaghan, A75 EF99, Ireland Latlorcan, Monaghan, H18 RK15, Ireland",https://www.lalecheleagueireland.com/groups,,lalecheleaguemonaghan@gmail.com
Tipperary Town Toddler Group & Breastfeeding Group,"Playgroups, Breast Feeding, Baby & Toddler Group","Carrownreddy, Tipperary, E34 EE39, Ireland",https://threedrivesfrc.org/index.php/family-support/,062-80831,infothreedrivesfrc@gmail.com
"Dunfanaghy & Creeslough Parent, Baby and Toddler Group","Playgroups, Breast Feeding, Baby Massage, Baby & Toddler Group","Creeslough, County Donegal, Ireland Dunfanaghy, County Donegal, Ireland",https://totsspots.com/listing/dunfanaghy-creeslough-toddler-group/,,
Tuam Library - Toddler Group/ Breastfeeding Group/ Storytime,"Playgroups, Breast Feeding, Storytime, Baby & Toddler Group","Corralea West, Tuam, County Galway, H54 F627, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,093 24287,tuam@galwaylibrary.ie
Ballybane Library - Toddler Group / Junior Book Club,"Playgroups, Breast Feeding, Storytime, Reading/Writing, Baby & Toddler Group","Castlepark Rd, Galway, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,091 509244,ballybane@galwaylibrary.ie
Zumbini,"Playgroups, Dance, Music","2 Sandy Ln, Cooltederry, Portarlington, Co. Laois, R32 V4K7, Ireland Monasterevin Community Hall, Main Street, Monasterevin, County Kildare, Ireland New Oak Estate, Carlow, Ireland",https://www.zumbini.com/en/classes/18216,0894653938,joannamichalska888@gmail.com
Kaleidoscope Kids Newcastle West,"Playgroups, Dance, Music, Art & Crafts, Baby Massage, Yoga & Wellness, Sensory/Messy Play, Movement & Play, Other","Castle Demesne, Newcastle West, County Limerick, V42 PN25, Irlandia",https://totsspots.com/listing/kaleidoscope-kids-newcastle-west-community-centre/,+353876201545,eva.walewska@gmail.com
Ennistymon Toddler Group & Breastfeeding groups,"Playgroups, Football, Social, Baby & Toddler Group","Ennistimon, County Clare, V95 NX86, Ireland",http://www.northwestclarefamilyresourcecentre.com/whatson.html,0657071144,info@northwestclarefrc.ie
"Glenroe / Ballyorgan Parent, Baby and Toddler Group","Playgroups, For Parents, Baby & Toddler Group","Glenroe, County Limerick, Ireland",https://totsspots.com/listing/glenroe-ballyorgan-parent-baby-toddler-group/,,
Portarlington Toddler Group & Buggy Group,"Playgroups, For Parents, Baby & Toddler Group","Cooltederry, Portarlington, County Laois, R32 YK24, Ireland",https://totsspots.com/listing/portarlington-toddler-group-buggy-group/,087 398 2548,
Rathanna Parent & Toddler Group/ Walking Group Carlow,"Playgroups, For Parents, Baby & Toddler Group","Rathanna, County Carlow, R95 HH68, Ireland",https://totsspots.com/listing/rathanna-parent-toddler-group/,0857074738,
Ardtreo Gymnastics Academy,"Playgroups, Gymnastics, Movement & Play","Kilmore East, County Monaghan, H18 HY65, Ireland",https://ardtreo-gymnastics-monaghan.square.site/,0874547139,ardtreogymnasticsacademy@gmail.com
Monaghan Parent and Toddler Group in Irish,"Playgroups, Language, Baby & Toddler Group","20 Park Street, Mullaghmonaghan, Monaghan, Ireland",https://totsspots.com/listing/monaghan-parent-and-toddler-group-irish/,,eolas.mlg@cnag.ie
Sensory Spraoi,"Playgroups, Language, Sensory/Messy Play","Adare, County Limerick, Ireland",https://totsspots.com/listing/sensory-spraoi/,,sensoryspraoi@gmail.com
Phonics with Robot Reg Galway,"Playgroups, Language, Sensory/Messy Play, Movement & Play, Social, Baby & Toddler Group","Oranmore Community Centre, Dublin Road, Frenchfort, Oranmore, County Galway, Ireland Mountbellew, County Galway, Ireland",https://www.phonicswithrobotreg.ie/galway,0851850286,karen@phonicswithrobotreg.ie
Bridgeways Family Resource Centre,"Playgroups, Martial Arts & Boxing, Social","Dean Egan Library, Main St, Ballymahon, Co. Longford, N39 TD54, Ireland",https://bridgewaysfrc.com/bridgeways-frc-services/groups/,(090) 643 2691,admin@bridgewaysfrc.com
"Move To Improve - Carrickmacross, Drogheda","Playgroups, Movement & Play","Philipstown, County Louth, A92 A9W3, Ireland Drummond Otra, County Monaghan, A81 TW29, Ireland Beaulieu, County Louth, A92 ET95, Ireland",https://totsspots.com/listing/move-to-improve-kids-class-philipstown/,,
Stretch n Grow Parent & Me Fun Fitness,"Playgroups, Movement & Play","Church Cottage, Enniskerry Road, Glebe, Kilternan, County Dublin, Ireland",https://totsspots.com/listing/stretch-n-grow-parent-toddler-class-kilternan/,087 9493059,sngdublin@gmail.com
Ready to Play,"Playgroups, Music, Sensory/Messy Play, Movement & Play","Waterford, X91 W288, Ireland Dundaryark, County Kilkenny, R95 D7X3, Ireland Whiterock North, Co. Wexford, Ireland Shandon, Dungarvan, Co. Waterford, Ireland Enniscorthy, County Wexford, Y21 W640, Ireland Borleagh, Killinierin, County Wexford, Y25 P954, Ireland Borris Little, Portlaoise, County Laois, R32 FH67, Ireland Church St, Tullamore, Co. Offaly, Ireland Forest Park, Mullingar Business Park, Mullingar, Co. Westmeath, Ireland Monksland, Co. Roscommon, Ireland",https://www.ready2play.ie/find-location,,
Tap and Toddle,"Playgroups, Music, Storytime, Sensory/Messy Play, Movement & Play","Mayo, County Mayo, Ireland",https://totsspots.com/listing/tap-and-toddle/,,tapandtoddle@gmail.com
"Cleaveragh Parent, Baby and Toddler Group","Playgroups, Other, Baby & Toddler Group","Cleveragh Dr, Cleaveragh Demesne, Sligo, Ireland",https://www.theavaloncentre.ie/programmes,085 8191148,
Outdoor Playgroup for toddlers to 10 years - Down to Earth,"Playgroups, Other, Baby & Toddler Group","Pollagh, County Galway, Ireland",https://downtoearthforestschool.ie/,,downtoearthgalway@gmail.com
"Castleblayney Library Baby, Toddler and Kids Groups","Playgroups, STEM, Social, Baby & Toddler Group","Onomy, County Monaghan, A75 V383, Ireland",https://monaghan.spydus.ie/cgi-bin/spydus.exe/ENQ/WPAC/GENENQ?SETLVL=&LOCX=5B,0429740281,castleblayneylibrary@monaghancoco.ie
Baby Sensory Class - Midwife For You,"Playgroups, Sensory/Messy Play","Ballyheyland, County Laois, R32 XF5T, Ireland",https://www.midwifeforyou.com/,0852692847,helenmidwifeforyou@gmail.com
Baby Sensory Northwest,"Playgroups, Sensory/Messy Play","Sligo Airport Business Park, Airport Rd, Killaspugbrone, Strandhill, Co. Sligo, Ireland Donegal Town Business Park, Lough Eske Rd, Drumroosk West, Donegal, F94 FX3A, Ireland",https://www.babysensory.ie/northwest/,+353871167751,northwest@babysensory.ie
Mindful Sensory Play by Playtime Healing,"Playgroups, Sensory/Messy Play","Church of the Immaculate Conception, Western Rd, Tawnies Upper, Clonakilty, Co. Cork, Ireland Edina, 10 St Patrick's Rd, Turners Cross, Cork, T12 A44P, Ireland",https://www.playtimehealing.ie,0834705606,playtimehealing@gmail.com
Nana's Playroom,"Playgroups, Sensory/Messy Play","Ballinlough Comm Ctr, Ballintemple, Cork, Co. Cork, Ireland",https://www.instagram.com/nanas_playroom/?hl=en,,nanasplayroomcork@gmail.com
Play with Trayz,"Playgroups, Sensory/Messy Play","Gooldshill, County Cork, P51 VAK2, Ireland Collis Sandes House, Killeen, Tralee, County Kerry, Ireland Collis Sandes House, Killeen, Tralee, County Kerry, Ireland Kanturk, County Cork, Ireland",https://www.instagram.com/playwithtrayz/,,theresesheehy1988@gmail.com
Sensory Play Studio,"Playgroups, Sensory/Messy Play","Burgagery-Lands West, Clonmel, County Tipperary, E91 Y312, Ireland",https://sensoryplaystudio.ie/,085-1588525,hello@sensoryplaystudio.ie
Tiny Tornados,"Playgroups, Sensory/Messy Play","Tralee, County Kerry, Ireland",https://totsspots.com/listing/tiny-tornados/,,tinytornadoskerry@gmail.com
Tiny Tornados,"Playgroups, Sensory/Messy Play","Cahir, County Tipperary, Ireland",https://totsspots.com/listing/messy-play-limerick-tipperary/,,Messyplaycahir@gmail.com
Tiny Tornados Kerry,"Playgroups, Sensory/Messy Play","Tralee, County Kerry, Ireland",https://www.instagram.com/tiny_tornados_kerry?igsh=eGpwM2EyNXgyNTZk&utm_source=qr,,tinytornadoskerry@gmail.com
Sound and Scribble,"Playgroups, Sensory/Messy Play, Baby & Toddler Group","33 St Patrick's Ave, Knockacroghery, Castlebar, Co. Mayo, F23 PV07, Ireland Knockacroghery, County Mayo, F23 PF59, Ireland",https://totsspots.com/listing/sound-and-scribble/,0860739006,claireburke1717@gmail.com
Nurture and Play,"Playgroups, Sensory/Messy Play, For Parents","Maree, County Galway, Ireland Ballinderreen, County Galway, Ireland Athenry, County Galway, Ireland Craughwell, County Galway, Ireland",https://www.facebook.com/profile.php?id=61565478435216,,nurtureandplayclasses@outlook.com
Baby Sensory Limerick & Kerry,"Playgroups, Sensory/Messy Play, Movement & Play","Tralee, County Kerry, Ireland Listowel, County Kerry, Ireland Childers Road, Galvone, Limerick, Ireland",http://www.babysensory.ie/kerry,0876220768,Kerrylimerick@babysensory.ie
Maia Purposeful Play,"Playgroups, Sensory/Messy Play, Movement & Play","Ballysadare, County Sligo, F91 YK76, Ireland Shannon, County Clare, Ireland Ennis, County Clare, Ireland",https://www.maiapurposefulplay.ie/,0894689654,info@maiapurposefulplay.ie
Maia Purposeful Play,"Playgroups, Sensory/Messy Play, Movement & Play","Ballysadare, County Sligo, F91 YK76, Ireland",https://www.maiapurposefulplay.ie/,0894689654,info@maiapurposefulplay.ie
Rossinver Outdoor Parent & Toddler Group,"Playgroups, Sensory/Messy Play, Other, Baby & Toddler Group","Rossinver, Co. Leitrim, Ireland",https://www.theorganiccentre.ie/get-involved/community-groups,086 0533700,info@theorganiccentre.ie
Rathdowney Children With Additional Needs Social Group,"Playgroups, Social","Rathdowney, Co. Laois, Ireland",https://totsspots.com/listing/rathdowney-additional-needs-social-group/,085 8708562,Chloemartin317@gmail.com
Drumsna Extra Special Parent & Toddler Group,"Playgroups, Social, Baby & Toddler Group","Drumsna, County Leitrim, N41 D9P9, Ireland",https://totsspots.com/listing/drumsna-toddler-group/,087 743 7262,extraspecialptg@gmail.com
Portlaoise Family Resource Centre - Toddler & Kids Groups,"Playgroups, Social, Baby & Toddler Group","Harpur's Lane, Knockmay, Portlaoise, County Laois, Ireland",https://www.portlaoisefrc.ie/services/courses-groups/,0578686151,info@portlaoisefrc.ie
Tuam Library - Baby and Toddler Group,"Playgroups, Storytime, Baby & Toddler Group","Corralea West, Tuam, County Galway, H54 F627, Ireland",https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,093 24287,tuam@galwaylibrary.ie
