company_name,category,description,class_types,minimum_age,maximum_age,age_range_display,parental_requirement,address,eircode,latitude,longitude,days_of_week,start_time,end_time,term_structure,price_amount,price_currency,pricing_basis,pricing_details,website_url,booking_url,email_address,phone_number,facilities,source_urls,date_verified,verification_status,image_url
"Rosslare Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Rosslare Parent, Baby and Toddler Group Wexford is also known as Little Steps Playgroup. New members and holiday visitors are always welcome. The group is open for babies to preschoolers where the little ones can have fun in the hall playing with each other and some toys. Sessions are drop in so feel free to pop along. The group also hosts special events for occasions such as puppet shows or face painting. 📍 Location: Rosslare Community & Sports Centre, Rosslare. Co. Wexford, Ireland Y35CC9N ⏰Day/Time: Every Thursday 9.30am - 11am (during school term time) 💶 Cost: €2 per family 🧸Contact Details: you can contact Maria on 053-9132202 for any queries",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",,"Bearlough, County Wexford, Y35 CC9N, Ireland",,52.28157,-6.39266,[],,,,,EUR,Per Family: 2€,,https://www.rosslareholidayresort.ie/events,,,053-9132202,[],"['https://www.rosslareholidayresort.ie/events', 'https://totsspots.com/listing/rosslare-parent-baby-toddler-group/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Soccer Stars Southeast - Co. Wexford,Football,"🥅⚽ Soccer Stars Southeast: Football Lessons for Kids Aged 1.5 to 5 Years ⚽🌟 Are you ready to introduce your little one to the exciting world of soccer? Our fun and engaging soccer lessons are specially designed for kids aged 1.5 to 5 years. At Soccer Stars, we help your child develop essential physical skills like coordination, balance, and agility while introducing the fundamentals of physical activity in a pressure-free, social, and fun environment. With trained coaches guiding the way, your child will gradually progress to more advanced skills. 🌟 Sign Up Anytime – It’s Easy! Join us when it suits you! Simply visit www.soccerstars.ie to explore class schedules and locations, or email us for more details. 🎉 Don’t wait – your child’s soccer adventure starts here! 🎉 We have classes currently in Wexford, Wicklow and Waterford.",[],,,"1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old",,"Killinierin, County Wexford, Ireland Enniscorthy, County Wexford, Ireland Townparks, Wexford, Ireland New Ross, County Wexford, Ireland Kiltealy, County Wexford, Ireland",,52.73001,-6.28503,[],,,,,EUR,Soccer Stars Lessons: 50€,,https://soccerstars.ie,,southeast@soccerstars.ie,0834335518,[],"['https://soccerstars.ie', 'https://totsspots.com/listing/soccer-stars-southeast-co-wexford/']",,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/08/WhatsApp-Image-2025-08-08-at-14.27.28-1-150x150.webp?crop=1
"Taghmon Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Taghmon Parent, Baby and Toddler Group Wexford is hosted by Taghmon Family Resource Centre. Is a fun and relaxed place for Parents, Grandparents, Foster Parents and Childminders to come along with their 0-4year olds to have a cuppa and a chat every Thursday morning during the school term. New members are always welcome. The group hosts seasonal events such as Santa visits, trips to castles and has lovely sensory activities too. 📍 Location: Taghmon Family Resource Centre, Joseph Street, Taghmon, Co. Wexford ,Y35 WTP3 ⏰Day/Time: Every Thursday 9.30am - 11.00am (during school term time) 💶 Cost: € FREE/Donation per family 🧸Contact Details: you can contact Emma 053 9134465 for any queries",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",,"Taghmon, County Wexford, Y35 WTP3, Ireland",,52.32361,-6.65517,[],,,,,EUR,Per Family: FREE/DONATION€,,http://taghmonfrc.ie/?fbclid=IwZXh0bgNhZW0CMTAAAR1nCALu5Aq2sRK76VVZKFLvhAgVXB6HNBkffxlgR2msaWS-zi_20M9ZPro_aem_328nOz86NtT11BsqNOWYFw,,,053 9134465,[],"['http://taghmonfrc.ie/?fbclid=IwZXh0bgNhZW0CMTAAAR1nCALu5Aq2sRK76VVZKFLvhAgVXB6HNBkffxlgR2msaWS-zi_20M9ZPro_aem_328nOz86NtT11BsqNOWYFw', 'https://totsspots.com/listing/taghmon-parent-baby-toddler-group/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Toddle On,"Social, For Parents, Baby & Toddler Group, Playgroups, Art & Crafts, Baby Massage, Sign Language, Storytime, Sensory/Messy Play, Movement & Play","Welcome to Toddle On, where parents and children can bond in a warm and friendly environment. Toddle On play café is a warm, welcoming space where babies and young children can play, explore and learn while parents and carers can relax and connect. Play space is suitable for 0-10 year olds. We offer themed sensory and messy play classes for children aged 2 months to 6 years, designed to support early development through music, movement, storytelling and hands-on play. Classes are tailored by age group and include popular activities such as foam messy play, creative trays and imaginative role-play, all in a safe, nurturing environment. Our activities are thoughtfully crafted to provide your child with an enriching early learning experience while also fostering new friendships in the community. Come join us for a memorable time! Want to know more about the play space? Our play café consists of your rooms: 🌈 Sensory Play Room A calm, engaging space designed especially for babies and toddlers. This room features soft play, lights, textures and sensory toys that encourage early development, curiosity and gentle exploration in a relaxed environment. 🎭 Imaginative Play Room Perfect for little imaginations, this room allows children to role-play and create their own adventures. From pretend play to dressing up and themed setups, it supports social skills, confidence and creative thinking. A comfortable, welcoming area for parents and carers to relax while keeping an eye on their little ones. Enjoy a coffee, chat with other parents and take a breather while your children play safely nearby. 🎨 Creative & Messy Play Classroom A hands-on space where children are encouraged to explore, create and get messy. This room supports fine motor skills and learning through play — without the mess at home! 🎯Games Room The Games Room offers older children a dedicated space to enjoy a mix of active games and imaginative play. From basketball, mini snooker and football to creative play with Barbie, Paw Patrol, superheroes, puppets and dress-up, this room keeps older siblings happily engaged. Our Classes Toddle On Teenies Nurture your bond with your baby through our Toddle On Teenies program. With baby sensory activities, baby beats, lámh and baby massage, you and your little one will create lasting memories while supporting your baby's development. Toddle On Tinies Bond with your growing baby at Toddle On with our Toddle On Tinies program. Explore the world of baby sensory, lámh, messy play and music, using instruments to engage with your little one and bond over a weekly theme. Create lasting memories with your baby at Toddle On. Toddle On Tots Let your tot unleash their artistic imagination at Toddle On with our Toddle on Tots program. Each week, your child will delve into a new theme while learning a new sound, exploring messy play, role play, stories, numeracy, lámh, music, and crafts. Watch your tot develop and grow while having fun in a welcoming and engaging environment. Based in DB fitness and injuries, Unit 5 Pinewood Business Park (beside Lidl in Clonard). Various times depending on child’s age, please see booking page for times. When you book a play session you can drop in anytime that day within the opening hours. All caregivers welcome, required to stay for duration. All resources provided, refreshments available to purchase. Sibling discounts and memberships available. For baby classes advised to have easily accessible outfit for baby massage. For older classes messy play involved so best not to wear a new outfit. Got a birthday coming up? Have full use of the play space and a bubble disco for the amazing price of €100 and have your party with us. Snack bags available to purchase to use as your party bags.",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old",,"Pinewood Business Park, Whitemill North, Wexford, Ireland",,52.32847,-6.48297,[],,,,,EUR,All classes: 10€; Play session: 10€,,https://www.toddleon.ie,,toddle.on@hotmail.com,+353852006235,[],"['https://www.toddleon.ie', 'https://totsspots.com/listing/toddle-on/']",,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/08/Untitled-design-150x150.webp?crop=1
Water Babies,Swimming,"There are so many benefits to baby swimming. Not only are our lessons brilliant for your child's development, they're also the perfect place to bond with your little one. - Classes are 30 minutes long - max 10 children with a carer per child per class - teach water skills through song, play and repetition",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",,"Ferryhouse, County Tipperary, E91 RF38, Ireland Rockwell, County Tipperary, E25 F886, Ireland Kilcohan, Waterford, X91 PR52, Ireland Newtown, Waterford, X91 XR20, Ireland Dunlo, Ballinasloe, County Galway, H53 F5P9, Ireland Ballindinas, County Wexford, Y35 E8KT, Ireland Townparks, Wexford, Y35 NY68, Ireland",,52.35905,-7.65192,[],,,,,EUR,Term: Enquire€,,https://www.waterbabies.ie/lessons,,pushtheduck@waterbabies.ie,,[],"['https://www.waterbabies.ie/lessons', 'https://totsspots.com/listing/water-babies/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Wexford Down Syndrome Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Down Syndrome Wexford Parent and Toddler Group is also known as 3-2-1 Tots. Supports parents of a preschool age with a playgroup for the little ones to get together. There is an active Instagram account you can request to join to find out more details. 📍 Location: Craanford Community Centre, Wexford ⏰Day/Time: Every 2nd Sunday Mornings during Term Time(during school term time) 💶 Cost: FREE 🧸Contact Details: contact David 086 3332845",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",,"Crannford, County Wexford, Ireland",,52.68234,-6.38717,[],,,,,EUR,Per Family: 4€,,https://downsyndrome.ie/branches-detail/wexford/,,,086 3332845,[],"['https://downsyndrome.ie/branches-detail/wexford/', 'https://totsspots.com/listing/wexford-down-syndrome-toddler-group/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Wexford Parent, Baby and Toddler Group - Cuidiu","Playgroups, Baby & Toddler Group","Wexford Parent, Baby and Toddler Group. 🧸The group is suitable for babies all the way up to preschool age. We have: • a soft play area • plenty of toys for toddlers and slightly older kids • snacks for the kids • biscuits and tea/coffee for the kid's minders • song time 🎵 This group even holds lovely celebrations such as an annual Christmas party so a great little group for your tot to join and make new friends. Location: Clonard Community Centre, Townspark, Wexford Day/Time: Every Tuesday during term from 10:30-12:00 (Does not operate in August) 💶 Cost: €2 for Cuidiú members/€4 non-members Cuidiú is a charity and as such runs off donations. You can become a Cuidiú Member for €25 per year (plus PayPal fees) or half year membership is just €13. Membership includes: * Discount on the weekly parent and toddler groups and other Cuidiu activity and events * Discounts in a wide range of shops/businesses. * After 6 months you can apply for training sessions including Antenatal Teaching, Breastfeeding Counsellor, Parent Supporter Training (A good option if you want to train up in something new and have a side job or switch careers).",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",,"Townparks, Wexford, Y35 YV0F, Ireland",,52.33233,-6.47878,[],,,,,EUR,Cuidiú Members (per Family): 2.00€; Non - Cuidiú Members (per Family): 4.00€; Cuidiú Membership for the year: 25€,,https://www.cuidiu.ie/membership,,,,[],"['https://www.cuidiu.ie/membership', 'https://totsspots.com/listing/townspark-parent-baby-and-toddler-group-cuidiu/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Wexford Town Library,"Playgroups, Storytime, STEM, Reading/Writing",Wexford Town Library offers fantastic groups for babies and kids. Rhyme Time - every Wednesday 11am Story Time - every Saturday 11am Junior Chess Club - every Wednesday 3.30 - 4.30 Lego Free Play - every Saturday 11am - 3pm Young Adult Book Club - every Wednesday 4.00-5.00,[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old",,"Townparks, Wexford, Y35 AY20, Ireland",,52.33908,-6.46368,[],,,,,EUR,Price: Free€,,https://wexfordcoco.libcal.com/profile/37378#,,wexfordlibrary@wexfordcoco.ie,+353 53 9196760,[],"['https://wexfordcoco.libcal.com/profile/37378#', 'https://totsspots.com/listing/wexford-town-library/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Arklow Library,Playgroups,"Arklow Library offers fantastic groups for babies and kids. Parent and Toddler Group - Every Monday 10.30 Family Fun Day Every Saturday 11.30 (stories, games and crafts for children of all ages)",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old, 14 year old, 15 year old",,"Arklow, County Wicklow, Y14 PY61, Ireland",,52.7982,-6.15677,[],,,,,EUR,Price: Free€,,https://www.wicklow.ie/Living/Services/Libraries/Library-Branches/Arklow,,arklowlibrary@wicklowcoco.ie,(0402) 39977,[],"['https://www.wicklow.ie/Living/Services/Libraries/Library-Branches/Arklow', 'https://totsspots.com/listing/arklow-library/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Baltinglass Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Baltinglass Parent, Baby and Toddler Group Wicklow is also known as the Stay and Play Group. It is always welcoming new members (mums, dads, grandparents and carers) and babies, toddlers and preschoolers. They host fun seasonal events such as Halloween and Christmas parties. They also have fun and educational groups attend at times so keep an eye on their socials. Something for the mums, as they also host a women's group too. So perfect for meeting new people and getting some well needed time to recharge. Past activities included painting and talks on interior design. Check out their social media to stay up to date. Location: Old School, Church Lane, Baltinglass, Ireland Day/Time: Every Tuesday at 10.00am -11.30am",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",,"Church Lane, Baltinglass East, County Wicklow, Ireland",,52.94267,-6.71029,[],,,,,EUR,,,https://totsspots.com/listing/baltinglass-parent-baby-toddler-group/,,,,[],['https://totsspots.com/listing/baltinglass-parent-baby-toddler-group/'],,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Blessington Library,"Playgroups, Storytime, Reading/Writing",Blessington Library offers fantastic groups for babies and kids. Tummy Time (0-12 months) Every Thursday 11.30 Toddler Time (1-3 year olds) Every Friday 11.30 Story Time(3-6 year olds) Every Saturday 11.30 Children's Book Club - First Thursday of the month 7pm,[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old, 14 year old, 15 year old",,"Blessington Demesne, County Wicklow, W91 RW83, Ireland",,53.17245,-6.53312,[],,,,,EUR,Price: Free€,,https://www.wicklow.ie/Living/Services/Libraries/Library-Branches/Blessington,,blessingtonlib@wicklowcoco.ie,(045) 891 740,[],"['https://www.wicklow.ie/Living/Services/Libraries/Library-Branches/Blessington', 'https://totsspots.com/listing/blessingtonlibrary/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Bray Parent, Baby and Toddler Group - Cuidiu","Playgroups, Baby & Toddler Group","Bray Parent, Baby and Toddler Group also known as Humpty Dumpty playgroup. This group is run by Cuidiú volunteers for parents/caregivers of babies - preschoolers It’s open to all parents, guardians and childminders. All are welcome and there's no need to book. Join us for play, chats and lots of singing! Location: Cornerstone Church on Bray Main Street Day/Time: Every Monday during term from 10:00-11:15 Cost: €2 for Cuidiú Members / €4.50 for non members Cuidiú is a charity and as such runs off donations. You can become a Cuidiú Member for €25 per year (plus PayPal fees) or half year membership is just €13. Membership includes: * Discount on the weekly parent and toddler groups and other Cuidiu activity and events * Discounts in a wide range of shops/businesses. * After 6 months you can apply for training sessions including Antenatal Teaching, Breastfeeding Counsellor, Parent Supporter Training (A good option if you want to train up in something new and have a side job or switch careers).",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",,"Bray, County Wicklow, Ireland",,53.2007,-6.11093,[],,,,,EUR,Cuidiú Members (per Family): 2€; Non - Cuidiú Members (per Family): 4.50€; Cuidiú Membership for the year: 25€,,https://www.cuidiu.ie/membership,,,,[],"['https://www.cuidiu.ie/membership', 'https://totsspots.com/listing/bray-parent-baby-and-toddler-group-cuidiu/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
ClapHandies PlayLabs - Wicklow,"Playgroups, Sensory/Messy Play, Movement & Play","The PlayLabs are weekly developmental sensory play classes for babies, wobblers and/or toddlers. The classes are designed to provide a fun and engaging environment for both children and adults! With music, learning, social interaction, and sensory play, you and your little one are sure to have a great time together. They are also a chance for children to socialise with children of their own age, while offering parents/caregivers the opportunity to get to know others in their area too. Baby PlayLabs (6 weeks - 7 months) - 55 minute class duration Wobbler PlayLabs (8 months - 15 months) - 50 minute class duration Toddler PlayLabs (16 months - 3.5 years) - 50 minute class duration We typically run toddlers at 9.45am/10am, wobblers at 10.45am/11am and babies at 11.45am/12pm - venue dependent. You can check out more information about our classes on our website: <a href=""https://site.claphandies.com/&quot; rel=""nofollow""><a href=""https://site.claphandies.com/https://site.claphandies.com/</a&gt; In addition to your term's booking, we also offer you 3 months free access to ClapHandies at Home which is an online resource filled with hours of follow-along music and guided playtime videos for you and your little ones to enjoy at home. So if you miss any of your classes during a term, you can run your own PlayLab at home or just tune in to have some extra fun during the week. If you are signing up for our Baby PlayLabs in particular, we also provide you with a link to our informative Baby Massage e-manual so you can continue practising the massage strokes at home.",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",,"Rathdown Lower, Greystones, County Wicklow, A63 WN35, Ireland",,53.14783,-6.07049,[],,,,,EUR,Full 7 week term: 133€; 6 remaining weeks of the term: 114€; 5 remaining weeks of the term: 95€; 4 remaining weeks of the term: 76€; 3 remaining weeks of the term: 57€; 2 remaining weeks of the term: 38€; 1 remaining week of the term: 19€,,http://www.claphandies.com/,,office@claphandies.com,,[],"['http://www.claphandies.com/', 'https://totsspots.com/listing/claphandies-playlabs-wicklow/']",,True,https://totsspots.com/wp-content/uploads/2024/08/Logo-1-5-1-1-1-1-150x150.webp?crop=1
"Dunlavin Parent, Baby and Toddler Group Wicklow","Playgroups, Baby & Toddler Group","Dunlavin Baby & Toddler Group is run by local volunteer parents in Dunlavin. Everyone is welcome! They run a great list of activities for the kids from dancing, storytime and sensory play days so a very popular class with the kiddies. Location: take place in Seomra, Imaal Hall, Dunlavin. Day/Time: Every Thursday at 10:00 – 12:00 during school term time 💶 Cost: FREE",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",,"Dunlavin Upper, County Wicklow, W91 N8H7, Ireland",,53.05726,-6.70156,[],,,,,EUR,Per Family: FREE€,,https://totsspots.com/listing/dunlavin-parent-baby-toddler-group/,,dunlavinonline@gmail.com,,[],['https://totsspots.com/listing/dunlavin-parent-baby-toddler-group/'],,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Enniskerry Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Enniskerry Parent, Baby & Toddler Group is open to welcome, mums to be, parents, carers and of course babies, toddler and preschoolers. Let the kids have some free playtime while you have a chat and a cup of coffee while the kids play. Location: Parish Hall (beside Poppies) Main Street, Enniskerry, Wicklow Day/Time: Every Thursday at 9.15 – 11:00 during school term time 💶 Cost: €1.50",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",,"Powerscourt Parochial Hall, Kilgarran, Enniskerry, County Wicklow, Ireland",,53.19248,-6.17074,[],,,,,EUR,Per Family: 1.50€,,https://enniskerry.ie/g/mums-n-tots/,,,,[],"['https://enniskerry.ie/g/mums-n-tots/', 'https://totsspots.com/listing/enniskerry-parent-baby-toddler-group/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Fitclub,"Athletics, Movement & Play, For Parents","Fitclub & Playball offer a unique experience for parents and children combining movement and play for all the family. This is a great way to stay active together. Classes start with a warmup suited to all ages and after that the class is split. 👉 Parents go outside and take part in a circuit style fitness class while children stay inside and do a fun playball class with a different coach. Playball is a great way for children to learn the movement and skills required for all sports when they get older. ⌚Fitclub runs every Monday and Wednesday from 4:30-5:30pm 📍It takes place in St. Patrick’s national school in Greystones. ANYONE above the age of 3 is welcome to try out our class. All adults are welcome, you do not need to be a parent to try out fitness classes! 💦Just bring a bottle of water and get ready to sweat!",[],,,"3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old",,"Rathdown Lower, Greystones, County Wicklow, A63 EY42, Ireland",,53.14886,-6.06924,[],,,,,EUR,Parent: 12€; Child: 9€; Parent & child: 17€; 10 week parent and child term: 145€,,https://totsspots.com/listing/fitclub-family-fitness-greystones/,,playballfitclub@gmail.com,0894782481,[],['https://totsspots.com/listing/fitclub-family-fitness-greystones/'],,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/01/IMG_5443-150x150.webp?crop=1
Fyi Dance Club,"Dance, Wheelchair & Para, Movement & Play","FYI Dance Club is a dynamic, community-driven dance collective dedicated to creativity, collaboration, and growth. FYI provides a welcoming space for dancers of all levels to train, create, and perform across a range of street and contemporary styles, from Caregiver and Me up to Youth Company level. The club champions youth development, artistic expression, and positive culture, supporting emerging dancers and choreographers through classes, workshops, and performance opportunities. With a strong focus on inclusivity and community impact, FYI Dance Club empowers members to build confidence, skill, and connection through movement. Based in Wicklow Town and Rathnew.",[],,,"1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old, 14 year old, 15 year old",,"Ballynerrin Lower, Wicklow, A67 VF77, Ireland Wilton Manor, County Wicklow, Ireland",,52.97992,-6.04725,[],,,,,EUR,Intellidance Caregiver an Me - 7 week Term: 75€; Intellidance PreSchool - 7 week Term: 70€; Dance & Play (Junior/Senior Infants) - 7 week Term: 70€; Creative Dance/ Hip Hop & Play - 7 week Term: 72€; Open Style/ Stage Dance/ Acro -7 Week Term: 77€; Streetdance for Tweens & Teens - 7 week Term: 77-80 €; Contemporary for Teens/ Youth Dance Company - 7 week Term: 100€,,https://www.fyidanceclub.com/,,zoe@fyidanceclub.com,00353 86 173 82 72,[],"['https://www.fyidanceclub.com/', 'https://totsspots.com/listing/fyi-dance-club/']",,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/Red-Community-Logo-150x150.webp?crop=1
Gentle Start Collective,Movement & Play,A range of Movement classes for babies toddlers and parents and caregivers! Nothing special needed for the class just good vibes 👏,[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old",,"Saint Mary's Convent of Mercy, Abbeylands, Arklow, Co. Wicklow, Ireland",,52.79518,-6.15632,[],,,,,EUR,Mum moves: 12€; Baby foundations movement: 12€; Toddler movement: 12€; Events: 10€,,https://totsspots.com/listing/gentle-start-collective/,,georgiagavingg.10@gmail.com,0838468326,[],['https://totsspots.com/listing/gentle-start-collective/'],,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/IMG_6111-150x150.webp?crop=1
"Glendalough/Brockagh Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Glendalough Parent and Baby & Toddler Group is also known as bright stars and is hosted by Brockagh Resource Centre. Why not come along to our baby and toddler group on Wednesday mornings at 10.30am. Each week this group will provide a welcoming and lively space for parents and children to gather and grow. Our activities will include ‘messy play’, story and song, games (guest speakers), snacks, tidy-up and new equipment which will allow both you as the parent/carer and your child to meet friends, explore new things and learn. For some parents, grandparents and carers, the weekly catch-up and opportunity for children to play and make new friends is enough. For others, the support makes them that bit more confident in their parenting role. Call us on 0404 45600 if you have any questions about the group. Location: Brockagh Resource Centre, Laragh House, Brockagh, Glendalough, Co. Wicklow, Ireland Day/Time: Every Wednesday at 10:30 – 12:15 during school term time 💶 Cost: €5.50 per family",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",,"Brockagh, Glendalough, Co. Wicklow, Ireland",,53.00713,-6.30011,[],,,,,EUR,Per Family: 5.50€,,https://www.brockaghresourcecentre.ie/event-details/bright-stars-parent-toddler-group-2024-09-25-10-30,,,,[],"['https://www.brockaghresourcecentre.ie/event-details/bright-stars-parent-toddler-group-2024-09-25-10-30', 'https://totsspots.com/listing/glendalough-parent-baby-toddler-group/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Greystones Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Greystones Parent, Baby & Toddler Group has two groups depending on your little on's age and if a toddler will be attending too. Little Friends Parent and Baby Group is something of a ""starter"" group. We are a group for parents, and new babies who are not yet walking. Lay your baby on the cosy duvet, have a cup of tea or coffee and some homemade cake. This is a great place to meet and chat with other Mums - and make some lifelong friends. Day/Time: Every Tuesday from 10:30-12 (during term time) 💶 Cost: €2 Location: Greystones Nazarene Community Church, Burnaby Lawns, County Wicklow A63 YD27 Little Friends Baby Graduate Group - This is a closed group for those babies (and parents) who start walking! and can no longer attend the first group - or for those mums who have another baby and need to bring a toddler along. This group is closed so that it does not get too big for one person to run it! Day/Time: Every Wednesday from 10:30-12 (during term time) 💶 Cost: €2 Location: Greystones Nazarene Community Church, Burnaby Lawns, County Wicklow A63 YD27",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",,"Killincarrig, County Wicklow, A63 YD27, Ireland",,53.13074,-6.07233,[],,,,,EUR,Per Family: 2.00€,,https://totsspots.com/listing/greystones-parent-baby-toddler-group/,,,,[],['https://totsspots.com/listing/greystones-parent-baby-toddler-group/'],,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Greystones Presbyterian Church Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Greystones Parent, Baby & Toddler Group hosted by the presbyterian church is a popular playgroup for children and their parents/ minders. Everyone is welcome. There are coffees and teas for the grown ups and fruit/biscuits and music for the kids what's not to enjoy. Day/Time: Every Wednesday from 10.00-11.30 (during term time) 💶 Cost: €3.50 Location: Presbyterian Church, Trafalgar Rd, Rathdown Lower, Greystones, Co. Wicklow",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",,"Presbyterian Church, Trafalgar Rd, Rathdown Lower, Greystones, Co. Wicklow, Ireland",,53.1472,-6.06409,[],,,,,EUR,Per Family: 3.50€,,https://totsspots.com/listing/greystones-church-baby-toddler-group/,,,,[],['https://totsspots.com/listing/greystones-church-baby-toddler-group/'],,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Love Life Nurture Doula and Baby Massage,Baby Massage,"My classes are based in Wicklow Town and are a small group of around 5 to 6 moms which makes for a nice intimate class where everyone can really get to know each other. The class starts at 10:30am and runs for about 90 min. It's a really relaxed baby led class (baby is the boss). I will provide everything you need (oils, handouts, blankets, tea/coffee and treats). The layout is as follows: Introductions followed by baby massage strokes. Discuss different topics on baby massage including massages for the relief of colic/wind, benefits of infant massage, how to read your baby’s cues etc. We have a tea/ cake break and photo opportunity. Then we discuss other parenting topics either picked by me or someone from the group. The 6th week is a coffee date in town.",[],,,"0-6 months, 6-12 months",,"53 Rose Hill, Ballynerrin Lower, Wicklow, A67 W021, Ireland",,52.97297,-6.04958,[],,,,,EUR,Term: 130€,,https://www.lovelifenurture.ie/,,lovelifenurturedoula@gmail.com,0830487978,[],"['https://www.lovelifenurture.ie/', 'https://totsspots.com/listing/love-life-nurture-doula-and-baby-massage/']",,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/09/IMG_1915-150x150.webp?crop=1
