Title,URL,Tagline,Description,Categories,Ages Detail,Region,Address,Latitude,Longitude,Phone,Email,Website,Facebook,Instagram,Other Links,Pricing,Verified,Promoted,Listing Type,Thumbnail
Toddler Group Tallaght,https://totsspots.com/listing/toddler-group-tallaght/,Parent and Toddler Group,"Tallaght Parent, Baby and Toddler Group is hosted by Killinarden Family Resource Centre. Come meet new mums/dads/childminders to get support and meet other parents and chat to staff. Learn new crafts or bake treats or simply play with some toys. All welcome, no need to book.
📍Location: Killinarden Family Resource Centre, Killinarden Way, Dublin, D24 TC91
🗓️⏰Time: Every Wednesday, 9.30am-11.30 throughout year
💶 Cost: €2 per family
🧸Contact Details: you can contact 01 452 7143 for any queries
Come meet new parents get parent tips and support. Support your children to develop their social skills within the group.","Playgroups, For Parents, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Dublin,"kIillarden way Dublin, D24 TC91, Ireland",53.27647,-6.3811,0860200687. 014527143,Laviniakfrc@gmail.com,https://facebook.com/killinardenFRC,https://www.facebook.com/killinardenFRC,https://www.instagram.com/killianardenFRC,,Per Family: €2€,True,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Toddler Groups with additional Parenting Support in Dublin,https://totsspots.com/listing/dublin-parent-baby-toddler-group-peep/,Parents Early Education Learning Together,"Shanganagh, Loughlinstown, Ballyogan, Mounttown, Balally and Hillview have Parent and Toddler Groups provided by Southside Partnership. (contact the group to be referred in to the PEEP Programme)
A friendly, weekly parent and baby/toddler groups. We use a lovely programme called PEEP, Parents Early Education Learning Together Programme, which helps us all understand about baby and toddler development, and what it is like to become a new parent. Your baby/toddler learns to play with you, their most important person, while also learning how to play alongside other very young children. We have free play, snack time, circle time, song and storytime, and you get to talk to other parents and the staff.
The PEEP+ groups have been designed with you in mind! Anyone who feels a bit isolated, or excluded from other things, or wants to attend a smaller group (max 8 parents, 8 babies/toddlers), we have a lot of experience including and welcoming parents and babies and toddlers like you!
💶 Cost: € FREE per family
🧸Contact Details: you can contact 01 7060100 / lorraine.stewart@sspship.ie for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old",Dublin,"Shanganagh, Dublin, Ireland  Loughlinstown, Dublin, Ireland  Ballyogan, Dublin, Ireland  Mounttown, Dublin, Ireland  Balally, Dublin, Ireland  Hillview Grove, Dublin, Ireland",53.23102,-6.11978,01 7060100,lorraine.stewart@sspship.ie,https://www.letsparentdlr.ie/services/southside-partnership-peep-dlr/,,,,Per Child: FREE€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/05/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-2-1-1-2-1-2-2-1-2-1-1-2-150x150.webp?crop=1
Toddler Sense North Dublin,https://totsspots.com/listing/toddler-sense-toddler-class-north-dublin/,Toddler Sense is a world of sensory stimulation,"Toddler Sense is a world of sensory stimulation, play, fun adventures and learning for your toddler.
Classes range from 13 months to 4.5 years.
Themes from Space to Under the Sea, to an Ugly Bug Ball and a trek in the Jungle; Toddler Sense explores it all!
Our lovable friend Todd is from a planet called Starlit and he has arrived on Planet Earth with a mission to explore! Come and help Todd on his mission to learn all about Planet Earth through Adventure Play, Songs, Sensory activities etc.... This is a journey of imagination and learning about the world around us. Each week is a different theme so there is plenty to see and do!
All activities in the class are designed to work on a range of skills and developmental milestones. Hand eye coordination, gross motor, fine motor, visual stimulation, emotional regulation, exploring the world around us, social and emotional development to name a few!
Babies under 12 months are welcome to attend with an older sibling.
We have a twin/sibling discount available for all classes.
Baby Sensory Graduates can avail of a discount when booking a class within the first 12 months of graduation.","Playgroups, Sensory/Messy Play, Movement & Play","1 year old, 2 year old, 3 year old, 4 year old",Dublin,"Co. Dublin, Ireland",53.3302,-6.31057,0877501370,adrienne.doyle100@gmail.com,https://www.toddlersense.ie/dublinnorth/,,,,Class: 18€,True,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Tummy Time for babies,https://totsspots.com/listing/tummy-time-for-babies/,Themed Tummy Time class,"A class for mum/dad or caregiver to come with their baby to learn lots of Tummy Time positions. Taking the tears out of tummy time, in a fun sensory class. Learn in a small class of like minded people.
Class length: 1hr 30 l.
Age suitability: Newborn to pre crawling
Next workshop is summer themed
Location: The park community Centre, Ballycragh D24","Playgroups, Sensory/Messy Play","0-6 months, 6-12 months",Dublin,"7MF4+MQ Dublin, County Dublin, Ireland",53.27421,-6.34301,0838750617,dciara2003@yahoo.com,https://www.facebook.com/profile.php?id=61550026827173,https://www.facebook.com/profile.php?id=61550026827173,,,Class: 20€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/09/C62FF514-1376-480F-854E-5D497ADDEB1A-150x150.webp?crop=1
Turtle Tots Dublin,https://totsspots.com/listing/turtle-tots-dublin-3/,Help babies to learn the skills needed to help keep them safe in water,"Turtle Tots lessons are truly child-centred. Each child is nurtured and activities are adapted to meet each individual’s needs. By the time you have reached the end of our baby programme we have taught you all the separate techniques and practices necessary for independent swimming. Our highly trained and skilled teachers ensure lessons are fun and sociable for everyone, whilst teaching your child essential life-saving skills.
Babies from 3 months to 4.5 year olds can partake in Turtle Tot swimming lessons.",Swimming,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Dublin,"Kilmainham, Dublin 8, D08 XAK3, Ireland  75 Valley Dr, Laughanstown, Dublin, Ireland  Terenure, Dublin, D6W DK72, Ireland  Finglas North, Dublin, D11 HK09, Ireland",53.34235,-6.30847,,,https://www.turtletots.ie/licensee/turtle-tots-dublin/,,,,Classes from: 21€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Turtle Tots Dublin,https://totsspots.com/listing/turtle-tots-dublin-2/,Baby and Toddler swimming lessons,"Turtle Tots lessons are truly child-centred. Each child is nurtured and activities are adapted to meet each individual’s needs. By the time you have reached the end of our baby programme we have taught you all the separate techniques and practices necessary for independent swimming. Our highly trained and skilled teachers ensure lessons are fun and sociable for everyone, whilst teaching your child essential life-saving skills.
Babies from 3 months to 4.5 year olds can partake in Turtle Tot swimming lessons.",Swimming,"6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Dublin,"Tallaght, Dublin, D24 XC9W, Ireland  Roganstown, County Dublin, K67 P2E4, Ireland  Dún Laoghaire, Dublin, A96 K063, Ireland  Glasnevin, Dublin, D09 E3C1, Ireland  Drumfinn, Dublin 10, D10 K598, Ireland",53.28395,-6.37628,,,https://www.turtletots.ie/licensee/turtle-tots-dublin/,,,,21€; 63€; 84€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Turtle Tots Dublin,https://totsspots.com/listing/turtle-tots-dublin/,Baby and Toddler swimming lessons,"Turtle Tots lessons are truly child-centred. Each child is nurtured and activities are adapted to meet each individual’s needs. By the time you have reached the end of our baby programme we have taught you all the separate techniques and practices necessary for independent swimming. Our highly trained and skilled teachers ensure lessons are fun and sociable for everyone, whilst teaching your child essential life-saving skills.
Babies from 3 months to 4.5 year olds can partake in Turtle Tot swimming lessons.",Swimming,"6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Dublin,"Porterstown Rd, Diswellstown, Dublin, Ireland  Grand Canal Dock, Dublin, D02 YT21, Ireland  Irishtown, Dublin, D22 X4W6, Ireland  Grove Rd, Blanchardstown, Dublin 15, Ireland  Scalpwilliam Or Mount Mapas, Dublin, A96 N125, Ireland",53.36679,-6.38855,,,https://www.turtletots.ie/licensee/turtle-tots-dublin/,,,,21€; 63€; 84€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Tyrrelstown Parent, Baby and Toddler Group",https://totsspots.com/listing/tyrrelstown-parent-baby-and-toddler-group/,"Tyrrelstown Parent, Baby & Toddler Group","Tyrrelstown Parent, Toddler and Baby Group in Dublin. This is an informal playgroup set up for parents and care givers of babies and toddlers. This opportunity to meet a few new people, have a chat and a cup of coffee whilst your children play in your company. The group is aimed at babies up to 3 years.
📍 Location: Tyrrelstown Community Centre, Hollywood Rath, Holbstown Road, Tyrrelstown, Dublin 15, Dublin, Ireland
⏰Time: Meets every Friday 9.30 -11.30 (during term time)
💶 Cost: €2 per family
🧸Contact Details: you can contact stayandplay.tyrrelstown@gmail.com for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Dublin,"Tyrrelstown, Dublin, Ireland",53.41697,-6.39412,,stayandplay.tyrrelstown@gmail.com,https://tyrrelstowncc.ie/classes/tyrrelstown-stay-and-play/,https://www.facebook.com/groups/1514312195300385/,,,Per Family: 2€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-150x150.webp?crop=1
WSKF Karate Academy Skerries,https://totsspots.com/listing/wskf-karate-academy-skerries/,Junior karate classes for ages 5 and upwards,"Volunteer run club teaching traditional Shotokan and sports karate, strength and fitness. Ages 5 upwards.
Come down and try a free class any time. Sit in and see what goes on or join in straight away! All you need is loose fitting trousers and bare feet. Parents / care givers can stay and watch or leave for the class. We always have beginners special offers too.
All our volunteer coaches have coaching and child protection qualifications and are Garda vetted.
Classes
⏰Saturday @2:30 Beginners, @3:30 Juniors
⏰Monday @6:45 Juniors
⏰Wednesday @6:30 Juniors
📍LOCATION: Skerries Community Centre, Skerries.
Find out more at http://wskfskerries.ie",Martial Arts & Boxing,"5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old, 14 year old, 15 year old",Dublin,"Skerries Community Centre, Skerries, County Dublin, K34 K377, Ireland",53.57762,-6.11107,087 415 8705,skerries@wskf.ie,https://wskfskerries.ie,https://facebook.com/wskfskerries,https://instagram.com/wskfskerries,,Beginners Offer - 12 Weeks with FREE karate suit: 99.00€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/04/WSKF-Logo-150x150.webp?crop=1
Walkinstown Baby & Toddler Storytime / Book clubs,https://totsspots.com/listing/walkinstown-library-baby-toddler-bookclub/,Walkinstown Library Baby and Kids Groups,"Walkinstown Library has great groups on offer for families all of which are free so why not pop in.
Toddler Storytime
Childrens story time with Ann is a fun out for your little one with includes stories and songs, they are bound to have a great time! No booking is required for this so please drop in and share in the fun! For babies to 2 years.
⏰Time: Every Tuesday  10.45 am - 11.30am we will be having our weekly
Sensory Hour
Have you tried out the Cubbie or the fabulous Tovertafel (Magic Table) in Walkinstown Library yet?  Now is your chance to do so. My Sensory Hour for primary school children and their parents/carers. Chill out in our Cubbie, play with the games on the Tovertafel, explore our sensory toy box full of fun and educational toys, meet other parents and get advice from our friendly staff about books suitable for your child.
⏰Time: Every Tuesdays from 3.30pm-4.30pm.
Children's Bookclub
Open to members aged 8-11 children are encouraged to read their favourite books and discuss them with other members. We meet up to be inspired by what other have read, share our likes and dislikes and to have fun!
⏰Time: The Fourth Wednesday of each month at 3.30pm
📍Location: Walkinstown Library, Percy French Road, Dublin 12
💶 Cost: € FREE
🧸Contact Details: you can contact walkinstownlibrary@dublincity.ie for any queries","Storytime, Reading/Writing, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old",Dublin,"Percy French Road, Walkinstown, Dublin 12, Ireland",53.31922,-6.32241,01 222 8890,walkinstownlibrary@dublincity.ie,https://www.dublincity.ie/events?type=223&event_date_end=1&keys=Walkinstown,,,,Activities: FREE€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-2-1-1-2-150x150.webp?crop=1
"Walkinstown/Kimmage/Crumlin Parent, Baby and Toddler Group",https://totsspots.com/listing/crumlin-parent-baby-and-toddler-group/,Crumlin Baby & Toddler Group,"Crumlin Parent, Baby and Toddler Group. Why not come along for a cuppa, a chat and the chance to share your parenting experiences.  Give your toddlers a morning out interacting with other children of a similar age while experiencing activities such as art time, song time, free play and snack time.  The group is babies up to 3 years.
Please Note: The group is for people of St Agnes’ parish.
📍Location:  St Agnes Parish Centre Hall, St Agnes Rd, Crumlin, Dublin 12, D12 KC99
⏰Time: Every Thursday 10.00 -12.00 (during term time)
💶 Cost: € Not Listed
🧸Contact Details: you can 01 455 5383 for any queries
** Note there is no social media for the group","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Dublin,"Walkinstown, Dublin, D12 KC99, Ireland",53.3189,-6.31585,01 455 5383,,https://www.crumlinparish.ie/parent-toddler-group/,,,,Per Family: Not Listed€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-2-1-1-150x150.webp?crop=1
Water Babies -Dublin,https://totsspots.com/listing/water-babies-dublin/,Confidence starts with baby swimming,"There are so many benefits to baby swimming. Not only are our lessons brilliant for your child's development, they're also the perfect place to bond with your little one.
- Classes are 30 minutes long
- max 10 children with a carer per child per class
- teach water skills through song, play and repetition",Swimming,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Dublin,"Harold's Cross, Dublin, D6W PP90, Ireland  Butterfield, Dublin, D14 R7N0, Ireland  Priorswood, Dublin, D17 NW92, Ireland  Newtown Blackrock, Dublin, A94 F8D9, Ireland  Blanchardstown, Dublin, D15 EA43, Ireland  Roganstown, County Dublin, K67 P2E4, Ireland  Irishtown, Dublin, D22 X4W6, Ireland  Laughanstown, Dublin, D18 FC81, Ireland  Abbeyland, County Kildare, W91 YWE0, Ireland  Jigginstown, County Kildare, W91 V990, Ireland  Betaghstown, County Meath, A92 PY6N, Ireland  Graigue, County Laois, R93 KA99, Ireland  Cratloemoyle, County Clare, V94 YA2R, Ireland  Carrowmoneash, County Galway, H91 K7FA, Ireland",53.32714,-6.2805,,pushtheduck@waterbabies.ie,https://www.waterbabies.ie/lessons,,,,Term: Enquire€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Yoga Mammas - Baby Yoga & Baby Massage - Knocklyon,https://totsspots.com/listing/yoga-mammas/,Mum & Baby Yoga,"Yogaflow for mums offers a lovely sense of continuity after pregnancy yoga and baby massage, as you connect to your postnatal body, and to a wonderful tribe of other mothers and babies. The class offers you a holistic yoga practice, appropriate for each stage of motherhood, nourishing breath and restorative stretches when feeling sleep deprivated and drained, to more active flying yoga sequences when feeling more energised.",Yoga & Wellness,"0-6 months, 6-12 months",Dublin,"Knocklyon, Dublin, D16 T299, Ireland",53.28359,-6.31716,085 7412865,elaine@yogamammas.ie,https://www.yogamammas.ie/,,https://www.instagram.com/yogamammas.ie/,,Booking Deposit: 20€; 6 Week Class: 140€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Yoni Hearts Club Baby Massage & Mum & Me Yoga,https://totsspots.com/listing/yoni-hearts-club-baby-massage-yoga/,Baby Massage 5 week course. Mum and Baby Yoga,"📍Location:  Dublin City, Dublin. Locations may vary. Contact us through email or social media.
Baby Massage
Certified Infant Massage Instructor with I.A.I.M.
🗓️⏰Time: Fridays 10.30 - 12.00
Everything provided including refreshments
5 week in person course, Online option for weeks you are unable to attend in person
Mum and Baby Yoga course / drop in if available
Light snack provided after the class
🗓️⏰Time: Tuesdays 10.30 - 11.30","Baby Massage, Yoga & Wellness, For Parents","0-6 months, 6-12 months",Dublin,"Phibsborough, Dublin, D07 R52H, Ireland",53.36383,-6.27095,0857192834,yoniheartsclub@gmail.com,,https://www.facebook.com/yoniheartsclub/,https://www.instagram.com/yoniheartsclub/,,Baby Massage - 5 weeks: 130 €; Mum and Baby Yoga: Various €,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/02/IMG_0145-150x150.webp?crop=1
ZenDen,https://totsspots.com/listing/zenden/,ZenDen runs high energy age-appropriate play class,"ZenDen combines the power of play and mindfulness to enable each child enrich their psyche and reach their individual best. ZenDen believes through the power of collaborative play children develop their social, emotional, physical and cognitive skills.
Small classes will ensure your children feel secure, supported and build meaningful relationships with us and the other children.
Classes are run on a weekly basis for 45 minutes.
Children attend with an adult.","Playgroups, Yoga & Wellness, Movement & Play","1 year old, 2 year old, 3 year old",Dublin,"Temple Road, Dublin 6, Ireland",53.3112,-6.25744,,,https://www.zendenstudio.ie/,,,http://zenden_dublin,7 week term: 150€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/08/F60EF865-C4E6-4434-88C2-3BA3DE2343CD-150x150.webp?crop=1
"Athenry Parent, Baby & Toddler Group",https://totsspots.com/listing/athenry-parent-baby-toddler-group/,Athenry Baby & Toddler Group,"Athenry Parent, Baby and Toddler Group in Galway.
The playgroup is a great way to meet other people with children the same age as yours in the area. The group is for newborns to preschoolers. There is a baby corner for the newborns with mats and baby toys and a children's section with toys for the toddlers.  The group provides tea/coffee and offers a relaxing place to meet new people.
📍Location: Athenry Community hall, Cross St, Gorteenacra, Athenry, Co. Galway (close to the credit union)
🗓️⏰Time: Every Monday from 10.00am -11:30am (during school term)
💶 Cost: €3 per Family
🧸Contact Details: you can contact athenryplaygroup@gmail.com for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Galway,"Cross St, Athenry, County Galway, Ireland",53.29797,-8.74702,,athenryplaygroup@gmail.com,,https://www.facebook.com/groups/484767935342/,https://www.instagram.com/athenry_playgroup/,,Per Family: 3€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-150x150.webp?crop=1
Baby & Toddler Group/Swimming Group,https://totsspots.com/listing/doughiska-ardaun-roscam-baby-toddler/,ARD Family Resource Centre - Family Activities,"ARD Family Resource Centre services Ardaun, Roscam and Doughiska. They offer a number of groups to support parents with babies and young children. They are great places to meet other people at the same life stage as yourself while the little ones play.
ARD PARENT & TODDLERS GROUP (Tuesday)
📍Location:  In Kids Space @ Briar Hill Shopping Centre
🗓️⏰Time: Every Tuesday from 10am-12pm (During School Term Time)
💶 Cost: €5 per child
🧸Contact Details: you can contact 083 446 7108 for any queries
ARD PARENT & TODDLERS GROUP (Wednesday)
Drop in playgroup for baby to preschoolers. Pop along to have a cup of tea/coffee while the kids play.
📍Location: ARD Family Resource Centre, CUMASÚ Centre, Doughiska Road, Galway, Ireland H91 DKF7
🗓️⏰Time: Every Wednesday from 10am-12pm (During School Term Time)
💶 Cost: €3 per child
🧸Contact Details: you can contact 083 446 7108 for any queries
ARD Little Swimmers
Baby and Toddler swimming classes. Contact the ARD Family Resource Centre to add your name to the list as these classes are in demand.
📍Location: Clayton Hotel, Monivea Rd, Ballybrit, Galway, H91 D526
🗓️⏰Time: Thursday from 10am-12pm (During School Term Time)
💶 Cost: €10 per child/per week
🧸Contact Details: you can contact 083 446 7108 for any queries/booking
ARD Buggy Buddies
Is a weekly group for Mums, Dads and legal guardians to come together, to exercise, talk, share information and connect with other parents. Contact the Resouce Centre to book into the next term.
📍Location: ARD Family Resource Centre, CUMASÚ Centre, Doughiska Road, Galway, Ireland H91 DKF7
🗓️⏰Time: Monday at 10am (During School Term Time)
💶 Cost: €10 for 6 week programme
🧸Contact Details: you can contact  085 853 6614 for any queries/booking
Mother and Baby Yoga
📍Location: ARD Family Resource Centre, CUMASÚ Centre, Doughiska Road, Galway, Ireland H91 DKF7
🗓️⏰Time: Friday at 10am - 11.15 (During School Term Time)
💶 Cost: €5 per session
🧸Contact Details: you can contact 086 858 9800 / info@pennyjones.com for any queries/booking
**Keep an eye on social media for when the groups starts back up after school holidays as it may not align with term time.","Playgroups, Yoga & Wellness, Swimming, For Parents, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Galway,"Galway, H91 DKF7, Ireland  Galway, H91 FEK2, Ireland  Galway, H91 D526, Ireland",53.28386,-8.98139,091768 852,martina@ardfrc.com,https://www.ardfrc.com/activities,https://www.facebook.com/p/ARD-Family-Resource-Centre-Ardaun-Roscam-and-Doughiska-100064524857187/,https://www.instagram.com/ardyouthproject/?hl=en,,"Parent Toddler Group- KId Space (per child): 5€; Parent, Baby & Toddler Group (Per Family): 3€; Mother and Baby Yoga (Per Session): 5€; Little Swimmers (per Child, per Week): 10€; Buggy Buddies (6 week term): 10€",False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-1-150x150.webp?crop=1
Baby Massage Oranmore,https://totsspots.com/listing/baby-massage-oranmore/,Baby Massage classes. 1:1 and group available,"Small group classes available, runs weekly for 5 WEEKS in Oranmore.
Duration 1.5 hours. Baby led classes.
Suitable from birth to active crawler.
Also possible to avail of 1:1 class",Baby Massage,"0-6 months, 6-12 months",Galway,"Oranmore, County Galway, Ireland",53.26475,-8.92973,086 890 3064,eburkeslt@gmail.com,,https://www.facebook.com/share/1KBENRcTSp/,https://www.instagram.com/babymassageoranmore?igsh=Z3FndTRqYzZ3emc=,,5 week term: 130€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/04/Untitled-design_20250413_214201_0000-150x150.webp?crop=1
Baby Massage with Kathryn,https://totsspots.com/listing/baby-massage-with-kathryn-2/,Baby Massage for babies newborn to crawling!,"Hi there 👋
My name is Kathryn and I'm a Certified Infant Massage Instructor (CIMI)
I run classes in Portumna, Co. Galway and Nenagh, Co. Tipperary for babies from newborn to crawling.
✨ Come, relax and enjoy some 1:1 time with your baby and other parents. Learn new skills, bond and unwind in a welcoming baby friendly environment.
🍶 Beverages and snacks provided.
📖 Booking is essential
💵 It's €120 for a 5 week block of classes. ( Most, if not all of this is redeemable through health insurance )
DM or message 0857207677 to secure your spot as they fill up quickly!
I will hold a place but when slots are full, a deposit is required to ensure a space for that block of classes.
Please Note: I also provide 1:1 classes which are taught in 3 weeks for the same price.
I also recommend individual classes for babies with Colic or other specific needs before attending a group class
Please note, colic must be diagnosed by a Medical Doctor prior to commencing massage for colic.
If there is anything you are concerned about please don't hesitate to contact me.",Baby Massage,"0-6 months, 6-12 months",Galway,"Portumna, County Galway, Ireland  Nenagh, County Tipperary, Ireland",53.09278,-8.21854,0857207677,katarchard@gmail.com,https://www.facebook.com/share/1BVRyYhpbW/%20https://www.instagram.com/katarchard_infantmassage?igsh=MXhoaGppanNicTR0OQ==,https://www.facebook.com/share/1BVRyYhpbW/,https://www.instagram.com/katarchard_infantmassage?igsh=MXhoaGppanNicTR0OQ==,,5 week group term: 120€; 3 week individual: 120€,True,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Babywearing ireland,https://totsspots.com/listing/babywearing-ireland/,Sling Meets and Libraries around Ireland,"Baby Wearing Ireland Sling Meets are peer-to-peer support meetings, facilitated by volunteers who are baby wearers. Peer-to-peer allows those who attend to help each other, share their experiences. Sling meets are informal gatherings so it is not possible for BWI volunteers to give any professional advice.
Our sling meets offer a sling library service too, so If you like a particular sling you can rent it for a small fee, take it home and try it for a month. Our sling categories are; stretchy wrap, woven wrap, ring sling, mei tai, and soft structured carriers (ssc)
In addition to our in person meets we have a national library ,which slings can be rented from and delivered via courier
Meet ups are usually monthly, keep an eye on social media to find out the date of next meet up.","For Parents, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Galway,"CQ3V+MJ Cregganaharna, County Roscommon, Ireland  Virginia, Cavan, Ireland  Blanchardstown, Dublin, D15 XW56, Ireland  Mullingar, County Westmeath, Ireland  Barntown, County Wexford, Ireland  Galway, Ireland",53.40416,-8.2059,,secretarybabywearingireland@gmail.com,https://babywearingireland.org/,https://www.facebook.com/share/1ABT8HBTZf/,https://www.instagram.com/babywearingireland?igsh=MWRpbHlvNGRtNmJzNw==,,,True,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Ballinasloe Library - Story time for toddlers to under 5s,https://totsspots.com/listing/ballinasloe-library-story-time-for-toddlers-to-under-5s/,Storytime at Ballinasloe Library,"Ballinasloe Library has fantastic groups on offer for young children. Listed below are some of the weekly events but check in during school holidays as the Library runs great events for kids.
📍Location:  Ballinasloe Library, Society St, Townparks, Ballinasloe, Co. Galway, H53 T320
💶 Cost: € FREE per Family
🧸Contact Details: you can contact ballinasloe@galwaylibrary.ie. for any queries
Storytime at Ballinasloe library
Storytime is a relaxing time for parents/childminders and kids up to school age to attend and listen to some stories.
🗓️⏰Time: Every Friday at 14:15","Storytime, Reading/Writing, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Galway,"Townparks, Ballinasloe, County Galway, H53 T320, Ireland",53.33132,-8.22653,091 509551,ballinasloe@galwaylibrary.ie,https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,https://www.facebook.com/librariesgalway,,,Per Family: FREE€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-1-1-1-1-1-2-1-1-1-1-2-1-1-2-1-1-1-1-1-150x150.webp?crop=1
Ballinasloe/Killalaghton Parent Baby & Toddler Group,https://totsspots.com/listing/ballinasloe-killalaghton-parent-baby-toddler-group/,Ballinasloe/Killalaghton Baby & Toddler Group,"Please check the Faceboook Group as this class may no longer be running.
Ballinasloe/Killalaghton Parent, Baby and Toddler Group in Galway.
Group for mums with babies & preschool children in the ballinasloe area. We meet once a week for coffee and an informal chat. Keep an eye on the page for more info :)
📍Location:  Killalaghton Hall, Killoran, Ballinasloe, Galway
🗓️⏰Time: Every Thursday 10.00 - 12.00 (during school term)
💶 Cost: FREE
🧸Contact Details: you can contact the facebook page for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Galway,"Killalaghton Hall, Ballinasloe, Killoran, County Galway, Ireland",53.26268,-8.35677,,,,https://www.facebook.com/groups/1711711145722647/,,,Per Family: FREE€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-1-1-1-1-1-2-1-1-1-150x150.webp?crop=1
