Title,URL,Website,Phone,Description,Address,Latitude,Longitude,Categories,Dublin Zone,Book Now URL,Added Date,Image URL
Lighthouse Cinema,https://dublincitymum.ie/listing/lighthouse-cinema/,https://www.lighthousecinema.ie/,,"The Lighthouse Cinema | run dedicated | Parent and Baby screenings | , letting you catch one of the new releases. To make it easier for parents to catch a film, there is discounted parking in the Queen St. car park for Light House Cinema patrons. They also have a place to store your buggy, and they turn down the volume and keep low lighting for baby’s comfort. Perfect. | There’s a range of fresh sandwiches, cakes, herbal teas and coffee (decaf and regular) at the café where you can meet and chat with other parents and caregivers. | ​","Smithfield, Dublin, D07 R6YE, Ireland",53.348851,-6.27907,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Lighthouse-Cinema-Smithfield.jpg
Lil Teepees Slumbers,https://dublincitymum.ie/listing/lil-teepees-slumbers/,https://www.lilteepeeslumbers.ie/,,"Lil Teepee Slumbers | turns ordinary sleepovers into | magical mini glamping adventures | — all from the comfort of your own home! Based in Swords and serving the greater Dublin area, they specialise in beautifully styled indoor teepee slumber parties, dreamy picnic setups, and even kids’ corners for weddings and special events. | Each party package includes everything you need to create a Pinterest-worthy sleepover scene: handcrafted teepee tents, cosy mattresses with crisp cotton sheets, fluffy blankets, fairy lights, bunting, lanterns, and gorgeous themed decor. You simply pick your theme — think “Unicorn Dreamland”, “Boho Blush”, “Superhero Squad”, or “Gamer Zone” — and they’ll handle the delivery, styling, and next-day collection. | Whether it’s your child’s first sleepover or a special birthday celebration, Lil Teepee Slumbers makes it magical, memorable, and completely stress-free for parents. It’s sleepover perfection — soft lights, giggles, popcorn, and the kind of excitement that only comes when bedtime feels like an adventure.","Dublin, Ireland",53.349805,-6.26031,Party Entertainers,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_19-10-2025_1044_www.lilteepeeslumbers.ie_-800x600.jpeg
Lili’s Family Fakeaways,https://dublincitymum.ie/listing/lilis-family-fakeaways/,https://www.instagram.com/liliforberg/,,"Created by the ever-inspiring | Lili Forberg | , this cookbook is an instant family favourite. Bursting with over 80 easy, flavour-packed recipes, it’s all about recreating your takeaway favourites at home — minus the fuss, guilt, or delivery fees. | Lili, a mum of two and beloved food creator with a huge following on | Instagram | , brings her trademark warmth and creativity to every page. Her food is | real | — the kind your kids will actually eat, your partner will rave about, and you’ll be proud to serve up midweek. | From fakeaway curries to healthy traybakes and crowd-pleasing pasta dishes, | Lili’s Family Fakeaways | proves that home-cooked meals can be simple, joyful, and downright delicious. If you’re looking for inspiration to feed your family without overcomplicating life, this one’s a must-have for your kitchen shelf.","36 Grafton Street, Dublin, D02 X560, Ireland",53.340957,-6.260244,Weaning + Family Meals,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/lilis-family-favourites-tasty-fuss-free-recipes-the-whole-family-will-love-b-iext117856814-483x600.jpg
Lily Pad Crèche & Montessori,https://dublincitymum.ie/listing/lily-pad-creche-montessori/,http://www.lilypad.ie/,+35315153081,Crèche & Montessori | Four basic packages: | Full Time | ECCE Scheme | ECCE Scheme plus hourly rate,"16 Main Street, Rathfarnham, County Dublin D14 F5X8, Ireland",53.298969,-6.285598,Montessori Schools,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Lilypad.png
Linda Clarke Photography,https://dublincitymum.ie/listing/linda-clarke-photography/,https://www.lindaclarkephotography.ie/,+353857168543,"From pregnancy glow to newborn cuddles and birthday giggles, Linda Clarke turns family moments into beautiful, timeless portraits. Based in her cosy Newcastle studio, she offers relaxed, expert-led sessions—like her ‘Bump to Baby’ package with a velvet keepsake album, or playful Balloon & Bubbles birthday mini-shoots. Her style is baby-led, gentle, and award-recognized, making each experience as special as the memories it captures.","Highdown Hill, Newcastle, County Dublin D22, Ireland",53.291223,-6.508998,Photographers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-278.png
Little Bird Café,https://dublincitymum.ie/listing/little-bird-cafe/,https://little-bird.ie/,,"Little Bird Café (South Circular Road, Dublin 8) | This cosy neighbourhood café and yoga studio is a Dublin 8 gem. Families love the wholesome, flavour-packed menu with great veggie and vegan options (their pancakes and toasties are crowd-pleasers for all ages). The space is bright and welcoming, with a laid-back vibe that makes it easy to relax whether you’re grabbing brunch, a coffee, or a healthy bite with the kids in tow. While there’s no highchairs or dedicated kids menu, it’s a great little spot for eggs on toast and a hot chocolate! | Kids Menu: | No dedicated kids menu, but plenty of dishes little ones will happily tuck into. | High Chairs: | No. | Baby Changing: | No. | Why It’s Great: | Healthy, tasty food with a family-friendly atmosphere, plus the bonus of amazing yoga classes!","82 South Circular Road, Portobello, Dublin 8, Ireland",53.33232,-6.27366,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/LB-800x600.jpg
Little Bow Pip,https://dublincitymum.ie/listing/little-bow-pip/,https://littlebowpip.com/,,"Soft, handmade hair bows for babies and big kids, crafted with care in Dublin. Little Bow Pip’s elegant Pippa Bows are ultra-comfy, stylish, and instantly lift any outfit with a sprinkle of charm.","Columba House, Lakeshore Dr, Airside Retail Park, Swords, Co. Dublin, K67 R2Y9, Ireland",53.445169,-6.222224,kids Apparel,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-27-at-11.40.19-800x600.png
Little Da Vinci's,https://dublincitymum.ie/listing/little-da-vincis/,https://dublinartclasses.com/contact-us/,+353857106895,"Little Da Vinci Art Classes offer young artists the chance to develop their painting and drawing skills in a fun, supportive environment. Kids will learn foundational techniques like sketching, color mixing, light and shadow, and creating dynamic compositions. They’ll also get a taste of art history, learning about famous artists like Van Gogh and Picasso. | Classes are one hour long and take place on Tuesdays or Wednesdays, depending on availability. | ​","Balgriffin Hall, Malahide Road, Dublin 13",,,Art,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-126.png
Little Dreamers,https://dublincitymum.ie/listing/little-dreamers/,https://littledreamers.ie/,,"Little Dreamers | is a 100% Irish family business specialising in gorgeous nursery & children’s furniture and wooden toys. From co-sleepers, beds & mattresses, to creative playroom accessories and timeless wooden toys, they cover everything you need to make rooms both beautiful | and | functional. Ideal for parents who want quality, style, and something built to last.",Online,,,Nursey Interiors + Baby Essentials,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Little-Dream-768x600.jpg
Little Galway Store,https://dublincitymum.ie/listing/little-galway-store/,https://littlegalwaystore.ie/,,"Little Galway Store | is a beautifully curated Irish baby-&-kids boutique based in Co. Galway, specialising in luxury accessories and soft knitwear made for little ones. | From personalised 100% cotton blankets to cosy rompers, knitted booties and soother clips, each piece is designed with care and tested to the highest safety standards. Whether you’re shopping for a special newborn gift or simply want something stylish and singular for your child, Little Galway Store offers Irish-made charm, tailored detail and timeless design.",,,,Gifts,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_31-10-2025_111148_www.instagram.com_-744x600.jpeg
"Little Green, Portmarnock",https://dublincitymum.ie/listing/little-green-portmarnock/,https://www.instagram.com/littlegreenpm/?hl=en,+353873336659,"One of Portmarnock’s favourite food destinations. We can’t decide between their incredible breakfast, fun brunch or tasty dinner menus. If you’re local to the area, why not sample all three and let us know which is best?! | No website available, though their menu and information is available on both | Facebook | and | Instagram | accounts. | Kids Menu: | Yes | Highchairs: | Yes | Baby Changing Facilities: | Booking: | Walk in service no booking necessary","Portmarnock Town Centre, Strand Road, Burrow, Portmarnock, County Dublin, Ireland",53.420839,-6.137312,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/LG-800x592.png
Little Island,https://dublincitymum.ie/listing/little-island/,https://www.littleisland.ie/,,"More than a bookstore, Little Island publishes and sells thoughtful children’s titles, all crafted to nurture young hearts, big questions, and lifelong imagination.","Dublin, Ireland",53.349805,-6.26031,Books,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-28-at-14.55.51-800x600.png
Little Kickers,https://dublincitymum.ie/listing/little-kickers/,https://www.littlekickers.ie/index,,"Little Kickers gives children a positive introduction to sport by teaching high quality football skills in a friendly, pressure-free environment. There are four different classes tailored specifically to the needs of children between 18 months and seven years of age. | It’s the perfect way to ignite an enthusiasm for sport that will stay with them for life.",Various Locations,,,Sport,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-201.png
Little Larks,https://dublincitymum.ie/listing/little-larks/,https://littlelarksclothing.com/,,"Little Larks | is a Dublin-based brand crafting beautifully smocked dresses, rompers and pinafores inspired by traditional children’s wear. Their collections blend heritage fabrics and timeless cuts with soft colours and delicate embroidery. It’s classic, nostalgic and perfectly Irish — the kind of clothing that makes memories.",,,,kids Apparel,,,,https://dublincitymum.ie/wp-content/uploads/2025/11/Screenshot_1-11-2025_111840_www.instagram.com_-636x600.jpeg
Little Laughs,https://dublincitymum.ie/listing/little-laughs/,https://littlelaughs.ie/,+353876843705,"Little Laughs is a Dublin-based children’s entertainment company founded in 2008 by Eimear McCann, who brings over 17 years of experience to creating fun and memorable birthday parties. Eimear and her team offer a wide range of customizable party packages designed to engage children aged 3 to 13, ensuring a stress-free experience for parents. Whether hosting at home or at their dedicated venue in Santry, Little Laughs provides everything needed for a successful celebration, including entertainers, materials, and setup. | ​ | Their diverse offerings cater to various interests, such as arts and crafts, slime-making, karaoke, pamper sessions, and tie-dye activities. Each package is tailored to the age group and preferences of the birthday child, with options for both small gatherings and larger parties. The team is known for their professionalism, reliability, and ability to connect with children, creating an atmosphere filled with laughter and joy. With a commitment to delivering high-quality entertainment, Little Laughs ensures that every birthday party is a delightful and memorable occasion.","Dublin, Ireland",53.349801,-6.260296,Party Entertainers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-258.png
Little Ones,https://dublincitymum.ie/listing/little-ones/,https://www.littleones.ie/,,"Personalised, playful, and all beautifully wrapped, Little Ones is a dream spot for imaginative gifts and essentials that add a sprinkle of joy to storytime and play.","57 Parnell St, Clonroad Beg, Ennis, Co. Clare, Ireland",52.843882,-8.98574,Gifts,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-27-at-13.44.00-800x600.png
Little Roo,https://dublincitymum.ie/listing/little-roo/,https://www.littleroo.ie/,+353868425344,"Little Roo is a supportive Parent & Baby Hub with studios in Blackrock and Sandyford, Dublin. Founded by paediatric nurse Karen Prunty, Little Roo offers a range of expert-led classes designed to support parents and caregivers from pregnancy through to toddlerhood. Their offerings include pregnancy education, newborn care, baby massage, sensory play, first aid courses, and postnatal support. Classes such as Baby Boogie and Stay & Play provide opportunities for parents to connect with others in a welcoming environment. With a focus on community and compassionate care, Little Roo aims to be the village every parent deserves.",Sandyford & Blackrock,,,Wellbeing,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-289.png
Little Smarties,https://dublincitymum.ie/listing/little-smarties/,https://littlesmarties.ie/,+353861717739,"Afterschool Care | after-school care during term time | full-day care during the holidays | 2 locations | Little Smarties | at War Memorial Hall, Rathfarnham Road, Terenure (After School) | Little Smarties Academy | , 55 Terenure Road North, Terenure (Holiday & Term-Time Care)",RATHFARNHAM WAR MEMORIAL HALL 39 RATHFARNHAM ROAD DUBLIN 6W D6W RV10,,,Montessori Schools,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Little-Smarties.png
Little Things by Michaela,https://dublincitymum.ie/listing/little-things-by-michaela/,https://littlethingsbymichaela.com/,+353831917839,"Let Michaela turn your “little moments” into lifelong treasures. A specialist in newborn, maternity, and family photography, she captures heartfelt, natural portraits—whether at home or in your favourite Dublin spot. Based in Rathfarnham, she’s known for her warm, relaxed sessions and a focus on genuine emotion and storytelling.","Dublin, Ireland",53.349801,-6.260296,Photographers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-271.png
Loinnir Jewellery,https://dublincitymum.ie/listing/loinnir-jewellery/,https://www.loinnirjewellery.com/,,"Loinnir Jewellery | is where ancient Irish heritage meets modern elegance. Designed and handcrafted in Dublin by alumna of the National College of Art & Design, the brand draws inspiration from Ireland’s gold-smithing legacy, from the treasured “gold collection” of the National Museum of Ireland to the rugged landscapes and historic forts that echo through the countryside. | With every piece born in the workshop in Dublin, Loinnir blends texture, tradition and timeless design. Whether it’s a sterling-silver nod to the Trinity knot, or a gold-vermeil piece modelled on the dramatic geometry of the Giant’s Causeway, the collections embody Irish story, form and craftsmanship. Loinnir invites you to wear your heritage with a contemporary twist, jewellery that’s meaningful, wearable and unmistakably Irish.",,,,Jewellery Designers,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_26-10-2025_91558_www.loinnirjewellery.com_-800x600.jpeg
Loopy La,https://dublincitymum.ie/listing/loopy-la/,https://www.loopyla.com/,+353866043652,"Loopy La, led by the vibrant and talented Laura, offers dynamic children’s entertainment across Dublin and surrounding areas. Specializing in face painting and balloon modelling, Laura brings a burst of color and creativity to every event, from birthday parties and communions to corporate gatherings and shopping center promotions. | Her engaging presence and artistic flair ensure that children are captivated and delighted throughout the celebration. Whether it’s transforming little faces into whimsical designs or crafting imaginative balloon creations, Loopy La adds a magical touch to any occasion.","Dublin, Ireland",53.349801,-6.260296,Party Entertainers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-254.png
Loulerie,https://dublincitymum.ie/listing/14604/,https://loulerie.com/,,"Loulerie | was born from a simple yet powerful idea, jewellery that reflects you, envisioned by founder Louise Stokes after a stint in New York and a return to Dublin. Every piece is a celebration of connection, crafted with quiet strength, considered design and intention. Scotland, the ocean, the cityscape, life’s textures and emotions become shape and shine, translated into earrings and necklaces that are beautiful, meaningful and enduring. | Loulerie believes jewellery is more than adornment: it’s a hint of confidence, a nod to a milestone, a companion for the everyday. That’s why they choose only the finest materials, honour female-empowerment, and curate collections with purpose. From collaborative mood-boards to thoughtful finishes, creativity and quality are at our core.  Proudly independent, proudly Irish, Loulerie invites you to wear story-worthy jewellery.","14B Chatham Street, Dublin 2, Ireland",53.341034,-6.262092,Jewellery Designers,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_26-10-2025_84154_www.instagram.com_-551x600.jpeg
Lucan Sarsfields GAA,https://dublincitymum.ie/listing/lucan-sarsfields-gaa/,https://www.lucansarsfields.ie/,,"Lucan Sarsfields GAA Club offers a welcoming environment for children born in 2018, 2019, 2020, and 2021 to get involved in football, hurling, ladies’ football, and camogie. The club’s academy is designed to introduce children to Gaelic games, focusing on developing fundamental skills, teamwork, and providing a fun and supportive setting. | The academy helps children build coordination, confidence, and a love for the sport while encouraging participation and inclusivity. With a strong emphasis on creating a sense of community, Lucan Sarsfields is committed to nurturing the next generation of players and helping them grow both in sports and as individuals.","12th Lock, Newcastle Rd, Lucan, Co. Dublin",,,GAA,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-236.png
Lucky Tortoise,https://dublincitymum.ie/listing/lucky-tortoise/,https://www.luckytortoise.ie/,,"Lucky Tortoise | (Temple Bar) | Bold, bright, and buzzing with life, this dim sum spot invites families to share and explore flavours together. Dishes are served family-style, the atmosphere is casual, and the menu includes something for vegetarian, vegan, and coeliac diners alike. Prices stay under €30 per person—smart, tasty, and fun. | Kids Menu: | Not explicit, but small plates make experimenting easy. | High Chairs: | Not listed, but communal tables are adaptable. | Baby Changing: | Not listed. | Why It’s Great: | Perfect for communal meals—and the vibe is lively without ever feeling overwhelming. | Nearby Family Activity: | Make it a full day out with a trip to | The Ark | , | just a short walk away in Temple Bar. This creative hub for children aged 2–12 hosts theatre shows, art workshops, and interactive exhibitions that spark imagination and curiosity in kids (and adults too!).","17b Asdill's Row, Temple Bar, Dublin, Ireland",53.346151,-6.26254,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Lucky.jpg
Lucy Nagle,https://dublincitymum.ie/listing/lucy-nagle/,https://www.lucynagle.com/,,"There’s something effortlessly elegant about slipping into a cashmere piece that feels like it was made just for you, and | Lucy Nagle | brings that dream to life. | Lucy creates everyday luxe knitwear and cashmere staples, where soft yarns and rich colours combine to become your go-to pieces, the kind you’ll live in all year. While her designs are dreamt up in Ireland, the magic behind the fabric begins in Mongolia — she sources 100 % super-soft cashmere yarn to achieve her signature feel. | We adore Lucy Nagle for crafting timeless, cosy pieces that make you feel beautiful and at ease.",Online,,,Brands We Love,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot-2025-10-05-at-10.54.19-800x600.png
Lucy Wolfe Sleep Consultant,https://dublincitymum.ie/listing/lucy-wolfe-sleep-consultant/,https://lucywolfesleepplans.com/,,"Lucy Wolfe | is a renowned Irish sleep consultant, author of The Baby Sleep Solution, and a frequent media contributor on child sleep. She advocates for a “no-tears,” gentle sleep approach that balances emotional reassurance with behavioural strategies. Lucy provides structured, step-by-step sleep plans, workshops, and online resources, helping families establish consistent, healthy routines that work in harmony with their child’s natural development.",Online,53.349805,-6.26031,Sleep Consultants,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-26-at-17.04.34-698x600.png
M&S Café,https://dublincitymum.ie/listing/ms-cafe/,https://www.marksandspencer.com/ie/c/food/not-just-any-food/mands-brands/cafe,+35316797855,"M&S Café (Grafton Street) | Bright, breezy, and incredibly convenient, this café inside M&S on the top floor is a shopping lifesaver. The food is pretty basic but the Kids’ Munch Menu includes a main, snack, and drink for around €5, which makes it both easy and affordable. | Kids Menu: | Yes—affordable all-in meals under €5. | High Chairs: | Yes. | Baby Changing: | Yes. | Why It’s Great: | Quick bites without the fuss! | Nearby Family Activity: | Wander to | The National Gallery’s Atrium Creative Space | for some artful downtime post-café.","15-20 Grafton Street, Dublin 2, D02 CV97, Ireland",53.342008,-6.25994,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-71.png
Malahide Castle,https://dublincitymum.ie/listing/malahide-castle/,https://malahidecastleandgardens.ie/,,"Malahide Castle | offers a fantastic visitor e | xperience, incorporating a visitor centre, interactive exhibition areas and magnificent walled garden. The | Avoca Cafe | is super kid friendly with lots of space, great food and high chairs. The outdoor terrace is a beautiful vantage point to enjoy the gardens…just watch out for the Peacocks which like to show off to our visitors from time to time! | ​You can take the Guided Castle Tour, visit the Butterfly Garden, explore the Fairy Trail or take in the sights and smells of The Botanical Garden! | Located only a short walk from the castle is a wonderful children’s playground, it was recently renovated and consists of various types of swings, slides, climbing frames and imaginative contraptions to suit children of all ages.","Malahide Demesne, Malahide, Co. Dublin, Ireland",53.447297,-6.165748,Outdoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-13-143742.png
Malahide Castle & Gardens,https://dublincitymum.ie/listing/malahide-castle-gardens/,https://malahidecastleandgardens.ie/,,"Located only a short walk from the castle, the wonderful children’s playground consists of various types of swings, slides, climbing frames and imaginative contraptions to suit children of all ages. The playground is tree lined and is secured with picnic tables and benches for families and visitors. | The playground is split into two sections, with an area more suited to toddlers and an area containing climbing frames and slides more suited to older kids. The two area’s are nicely separated by a raised grassy section with Picnic tables, a perfect vantage point for parents to keep an eye on the kids. | ​ | Make a day trip of it and pop into | Avoca Café | in the Castle for lunch.","Malahide Castle Malahide Demense, Dublin Road, Malahide Demesne, Malahide, County Dublin, Ireland",53.444322,-6.164381,Parks + Playgrounds,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/malahide-castle.jpg
Maldron Hotel Smithfield,https://dublincitymum.ie/listing/maldron-hotel-smithfield/,https://www.maldronhotels.com/smithfield/,+35314850900,"Location: | Smithfield, Dublin 7 – Near the Jameson Distillery and a short walk to Phoenix Park. | Family Perks: | Family rooms, children’s menus, and proximity to the Luas tram line. This hotel’s location allows easy access to the Dublin Zoo and other attractions in Smithfield.","Smithfield, Dublin, D07, Ireland",53.347922,-6.278102,Mid Range Family Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-at-08.03.51-800x600.png
Marci Carroll Psychotherapy,https://dublincitymum.ie/listing/marci-carroll/,https://www.marcicarrollpsychotherapy.ie/home,,"Marci Carroll offers psychotherapy and maternal wellbeing services, aiding mums in mental health and emotional resilience during motherhood. | Marci Carroll Psychotherapy | is a compassionate, mum-centred space in South Dublin where motherhood in all its complexity is met with understanding, not judgment. Marci, an IACP-accredited psychotherapist and mum of two, offers a range of services tailored to new and “new-again” mums: one-to-one therapy in welcoming locations like Donnybrook Centre and ZestLife Churchtown, gentle | Walk, Talk & Coffee | sessions with your baby in a local park, and the | Motherhood Matters | group programmes designed to support emotional wellbeing during life’s big transitions. Her integrative, person-centred approach draws from CBT, psychodynamic, Gestalt, mindfulness, and self-compassion tools—creating a holistic, non-judgmental space to rediscover ease, resilience and joy.","Churchtown, Dublin",,,Wellbeing,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-13-at-12.00.00-800x600.png
Marine Life Aquarium Bray,https://dublincitymum.ie/listing/marine-life-aquarium-bray/,,,"REOPENING SOON | The former Sea Life in Bray centre has been completely reimagined and expanded, promising an immersive visitor experience and will return in 2025 under a new name, | Marine Life Aquarium Bray | With new fascinating exhibits and a strong focus on marine conservation and education, the aquarium will be a top-tier family attraction. | You’ll be able to get up close with over 1,000 amazing sea creatures and let your little ones discover something fascinating. Make the most of your visit by attending some of their talks and feeding demonstrations which are held throughout the day. | New website coming soon","Bray, Co. Wicklow, A98 N8N3, Ireland",53.203377,-6.098141,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Sea-Life.jpg
Mark Nixon Studio,https://dublincitymum.ie/listing/mark-nixon-studio/,https://www.marknixon.com/,+35318186630,"Transform fleeting family moments into timeless wall art with one of Ireland’s most respected portrait studios. Led by award-winning photographer Mark Nixon and his expert team, every session—from family portraits to headshots—is handled with care, creativity, and in-house craftsmanship. Based just minutes from Dublin’s city centre, Mark Nixon Studio is renowned not just for its stunning imagery, but also for its warmth, precision, and a photographer whose work extends beyond the studio to powerful, empathetic storytelling.","62 Clontarf Road, Dublin, D03 X6X9, Ireland",53.36248,-6.21731,Photographers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-272.png
Market Bar,https://dublincitymum.ie/listing/market-bar/,https://marketbar.ie/,+35316139094,"Market Bar | (Fade Street) | A cool, urban eatery that transforms into a trendy evening spot. Great for lunch with kids, has high chairs and a casual vibe. Lunch prices are mid-range; evening tends toward pricier but still fair. | Kids Menu: | Yes | High Chairs: | Yes | Baby Changing: | Yes | Why It’s Great: | Stylish meets casual, making for easy family lunches in fashionable surroundings. | Nearby Family Activity: | Head over to | Dublinia | after— an interactive Viking museum perfect for keeping little minds engaged.","14A Fade Street, Dublin 2, Ireland",53.342106,-6.264003,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/market-bar-dublin.png
Marlay Park,https://dublincitymum.ie/listing/marlay-park/,https://Marlay%20Park,,"Marlay Park is the Mecca of playgrounds and definitely one of Dublin City Mum’s favourites. From toddlers to teens, it has an area to suit kids of all ages. | Walking around Marlay Park is an activity by itself and there’s an incredible fairy tree (which has taken many of our dummies!). There’s a cute little cafe near the main house and a great food market every Sunday. This playground is highly recommended and make sure to visit the walled garden to say hi to the peacocks! | Parking is free, with 2 locations. | Toilets and café onsite.","Marlay Park House, Grange Road, Rathfarnham, Dublin, Ireland",53.269205,-6.271785,Parks + Playgrounds,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/marlay-800x581.png
Marsh’s Library,https://dublincitymum.ie/listing/marshs-library/,https://marshlibrary.ie/,,"Tucked beside St. Patrick’s Cathedral, | Marsh’s Library, | which opened in 1707, is Dublin’s oldest public library — and stepping inside is like walking into an elegant time capsule. Its richly paneled oak galleries are lined with rare books and manuscripts (over 25,000 volumes and some 300 manuscripts in total), all housed in beautifully preserved early-Eighteenth century fittings. | Children are particularly welcome here: as well as the hushed grandeur, there’s a fun minifigure scavenger hunt to keep little explorers entertained. Despite its age, the library is still a vibrant cultural space — showing exhibitions of exquisite bindings, offering guided visits, and opening its hidden courtyard garden for a quiet pause away from the bustle of the city. | A visit here is a chance for all ages to soak in literary heritage, discover stories that pre-date smartphones, and enjoy a serene indoor outing that feels like stepping into history.","St Patrick's Close, Dublin 8, Ireland",53.339203,-6.271448,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-11-at-15.04.55-800x600.png
Martina Hamilton,https://dublincitymum.ie/listing/martina-hamilton/,https://martinahamilton.ie/,,"Martina Hamilton | is an award-winning Irish jewellery designer based in Sligo whose work is deeply rooted in the wild beauty of Ireland’s Atlantic coast. Her handcrafted collections draw inspiration from the rugged shoreline, shifting tides and ancient heritage of the West of Ireland, each piece sculpted with finesse and intention. | Working with fine materials and timeless techniques, Martina’s studio creates jewellery that you’ll wear now and pass on later, elegant, soulful and unmistakably Irish.",,,,Jewellery Designers,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_26-10-2025_9192_www.instagram.com_-753x600.jpeg
Mayfield,https://dublincitymum.ie/listing/mayfield/,https://mayfield.ie/,+35314926830,"Mayfield Eatery | (Terenure) | A sunlit café nestled in leafy Terenure, Mayfield offers hearty breakfast and lunch dishes with freshly baked goods and coffee. Though there’s no official kids’ menu, staff happily accommodate little diners with smaller portions or shared treats. | Kids Menu: | Not formal, but staff are accommodating. | High Chairs: | Yes. | Baby Changing: | Yes. | Why It’s Great: | Feels like eating at a well-loved neighbour’s house, but with café flair. | Nearby Family Activity: | Just a short drive or bus ride away is | Rathfarnham Castle | , | an inspiring Elizabethan gem with guided tours, rotating exhibitions, and a beautifully restored courtyard to explore. | There’s an imaginative playground complete with castle-themed towers, woodland trails, ponds, and a solar-powered refill station for your bottles.","7-11 Terenure Road North, Terenure, Dublin 6W, County Dublin, Ireland",53.314158,-6.282348,Eat,,https://mayfield.ie/reservations/,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-84.png
Me & You Music,https://dublincitymum.ie/listing/me-you-music/,http://meandyoumusic.com/?page_id=2690,,"Baby & Toddler + Music | Me & You Music (suitable from 4 months – 6 years) is about playfully introducing the wonderful world of music and encouraging children to sing, dance, explore and most importantly have fun! Mischa takes her music classes and workshops all around Dublin.",Various locations,,,Baby + Toddler Classes,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/me-and-music-800x600.png
Me and The Moon,https://dublincitymum.ie/listing/me-and-the-moon/,https://www.meandthemoon.ie/contact-us-2,+353664017173,"Me and the Moon workshops are process-driven, which means they are interested in the development of the child’s imagination, creativity and confidence. They allow for creative play and ‘happy accidents’. They also run parties and festival events nationwide. | Children learn fundamental inter-disciplinary skills in; Paint, Print, Collage, 3D Contruction, Clay, Textiles, Animation and Typography.","Bray, Killarney, Tralee",,,Art,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-120.png
Mel Ryan School,https://dublincitymum.ie/listing/mel-ryan-school/,https://www.melryanschool.ie/,+353868372364,"Mel Ryan School offers a vibrant mix of dance, drama, and singing classes for children of all ages, with a warm, family-friendly atmosphere that encourages confidence and creativity. Based in Dublin, the school blends professional training with a focus on fun, ensuring every child feels welcome whether they’re taking their first steps in ballet or performing on stage. Classes are taught by experienced teachers who nurture both skills and self-expression, making it a perfect choice for young dancers who want to learn, grow, and shine.",Various Locations,,,Dance,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-264.png
