company_name,category,address,website_url,phone_number,email_address,latitude,longitude,geocode_method
"Killeshandra Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Portaliff Or Townparks, County Cavan, H12 K6D3, Ireland",https://totsspots.com/listing/killeshandra-parent-toddler-baby-group/,0494364065,,54.0081083,-7.5224635,full
"Killinkere Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Beagh Glebe, County Cavan, A82 H9F6, Ireland",https://totsspots.com/listing/killinkere-parent-toddler-baby-group/,,killinkerebtgroup@gmail.com,53.8849441,-7.0544989,full
"Killybegs Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Killybegs, Co. Donegal, Ireland",https://www.facebook.com/profile/100064632253690/search/?q=toddler,,stbyrne@msn.com,54.6362345,-8.4442592,full
"Killyfargy / Scotshouse Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","1, 19 Oakland Grove, Aghnahola, Co. Monaghan, Ireland",https://totsspots.com/listing/killyfargy-scotshouse-baby-toddler-group/,0873486166,,54.1610664,-6.9463648,area-level
Kilmallock/Caherconlish/Hospital/Ballylanders Toddler Group,"Playgroups, Baby & Toddler Group","Ballylanders, County Limerick, Ireland Caherconlish, Co. Limerick, Ireland Knockainey Road, Coolalough, Hospital, Co. Limerick, Ireland Rosbrien Road, Dooradoyle, Limerick, Ireland",https://hospitalfrc.com/family-programmes/parent-toddler/,061383884,hospitalfrc@gmail.com,52.661252,-8.6301239,area-level
Kilmore African Caribbean Toddler & Baby Group,"Playgroups, Baby & Toddler Group","Kilmore, Cavan, Ireland",https://www.adcenter-ireland.com/our-projects,,adcenter25@yahoo.ie,53.9734772,-7.4362332,full
"Kilmovee Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Kilmovee, County Mayo, F45 WY80, Ireland",https://kilmovee.ie/parents-toddler-group/,,ccmanager@kilmovee.ie,53.88875,-8.6883263,full
"Kilnaleck Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Kilnaleck, County Cavan, A82 V9W7, Ireland",https://totsspots.com/listing/kilnaleck-parent-toddler-baby-group/,0872071745,,53.8612489,-7.3201437,full
"Kingscourt Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Dunaree Lane, Dunaree, Kingscourt, Co. Cavan, Ireland",https://totsspots.com/listing/kingscourt-parent-toddler-baby-group/,,,53.9067037,-6.8119487,drop-venue
"Kinnitty Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Kinnitty, County Offaly, Ireland",https://totsspots.com/listing/kinnitty-parent-baby-and-toddler-group/,,,53.0977181,-7.7204515,full
Kinnypottle Cavan Toddler Group - Teach Oscail,"Playgroups, Baby & Toddler Group","Kinnypottle, Cavan, H12 H049, Ireland",https://www.teachoscailfrc.ie/my-pathways,0494372730,,53.9958483,-7.3564337,full
Kinvara Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Kinvarra, County Galway, H91 WC64, Ireland",https://totsspots.com/listing/kinvarra-parent-baby-toddler-group/,,karenconneely@gmail.com,53.1389892,-8.9394261,full
"Knockanrawley Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Knockanrawley, Tipperary, E34 D832, Ireland",https://knockanrawley.ie/community-programme/,0834238915,,52.4700345,-8.1474053,full
"Knockmore/Rathduff Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Knockmore, County Mayo, F26 F803, Ireland",https://totsspots.com/listing/knockmore-baby-and-toddler-group/,,manager@knockmore.ie,54.018889,-9.175278,full
Knocknaheeny Toddler Group - Barnardos,"Playgroups, Baby & Toddler Group","Knocknaheeney, Cork, T23 X564, Ireland",https://www.barnardos.ie/our-services/work-with-families/parent-and-toddler-group/,021 4307964,knock.reception@barnardos.ie,51.9077854,-8.4985727,full
"Ladysbridge Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Knockglass, County Cork, P25 HC94, Ireland",https://totsspots.com/listing/ladysbridge-parent-toddler-group/,,,51.8924212,-8.0239769,full
"Lattin-Cullen Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Lattin, Co. Tipperary, Ireland",https://totsspots.com/listing/lattin-cullen-parent-baby-toddler-group/,085 7207002,,52.4493217,-8.2899291,full
Le Cheile Parent and Toddler Group,"Playgroups, Baby & Toddler Group","Cluain Glás, Gooldshill, Mallow, County Cork, Ireland",https://www.lecheilefrc.ie/parent-and-toddler/,,admin@lecheilefrc.ie,52.1234005,-8.65085,drop-venue
"Le Chéile Cootehill Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Magheranure, County Cavan, H16 HY50, Ireland",https://totsspots.com/listing/le-cheile-cootehill-parent-toddler-baby-group/,083 059 7481,,54.0744087,-7.0886751,full
Leap Baby &Toddler Group,"Playgroups, Baby & Toddler Group","Kilmacabea, County Cork, P81 CT82, Ireland",https://www.rosscathedral.ie/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExdEpvak95U0xFbkJad1RSWQEebR8xWyjx3FfPGPgpcMc7fZ8M9h7vQM5R8_MhKK1SSO4NHuV9d4T4Eepjuo0_aem_yAhWw7d9xUIQotLybtdw3Q,023-8848166,,51.5879761,-9.1354535,full
"Lecanvey Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Thornhill, County Mayo, F28 V0F2, Ireland",https://www.lecanveycommunitycentre.ie/events/toddler-parent-group/,,gemma_ellie@hotmail.com,53.7898555,-9.6582134,full
Letterkenny - Mums and Tots Playgroup,"Playgroups, Baby & Toddler Group","73 Port Rd, Letterkenny, Co. Donegal, F92 TA44, Ireland",https://www.letterkennybaptistchurch.com/activities,,lkbaptist2020@hotmail.com,54.9511377,-7.7220159,full
"Letterkenny Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Letterkenny, County Donegal, F92 YA21, Ireland",https://carahouse.ie/teenagers,0861223029,,54.9517941,-7.7354368,full
"Lifford, Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Croaghan Heights, Lifford, County Donegal, Ireland",https://totsspots.com/listing/lifford-donegal-baby-and-toddler-group/,,jakki.lcrc@gmail.com,54.8326995,-7.4834739,drop-venue
"Limerick Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Barrington Street, Prior's-Land, Limerick, Ireland",https://totsspots.com/listing/limerick-parent-toddler-group-michaels-church/,+353 86 849 9521,,52.6596935,-8.626615,drop-venue
"Lisacul Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Lisacul, County Roscommon, Ireland",https://totsspots.com/listing/castlerea-parent-baby-and-toddler-group/,,,53.859118,-8.6318087,full
"Lisgoold/Leamlara Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Lisgoold North, County Cork, T56 WT26, Ireland",https://totsspots.com/listing/lisgoold-leamlara-parent-baby-toddler-group/,,lisgooldtoddlergroup@gmail.com,51.9747691,-8.2321845,full
"Little Island Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Wallingstown, County Cork, T45 F449, Ireland",https://totsspots.com/listing/little-island-parent-baby-toddler-group/,,littleislandsports@gmail.com,51.897913,-8.3668842,full
Longford Baby & Toddler Group - St. Josephs's,"Playgroups, Baby & Toddler Group","Townparks, Longford, N39 DY23, Ireland",https://totsspots.com/listing/longford-baby-toddler-group-school/,0858670194,,53.7239328,-7.8008735,full
Longford Town Toddler Group - Community Resource,"Playgroups, Baby & Toddler Group","Templemichael Glebe, Longford, N39 RH22, Ireland",https://lcrl.ie/womens-group-or-parent-and-toddler/,0433345555,,53.7313074,-7.7852839,full
Loughrea Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Pigott's St, Loughrea, Co. Galway, Ireland",https://loughreafamilyresourcecentre.ie/parent-toddler-baby-group/,,familysupport@loughreafamilyresourcecentre.ie,53.1981624,-8.5690594,drop-venue
"Malin Head Ballyhillin Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Malin Head, Co. Donegal, Ireland",https://totsspots.com/listing/malin-head-ballyhillin-toddler-group/,,mmoc88@hotmail.com,55.3747865,-7.3998451,full
Maree Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Garraun Upper, County Galway, H91 V12C, Ireland",https://totsspots.com/listing/maree-parent-baby-toddler-group/,,aorourke2002@hotmail.com,53.2318513,-8.9439576,full
"Maudlintown Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Hantoon Road, Wexford, Ireland",http://www.southendfrc.ie/,087 7633002,,52.3286997,-6.4489767,full
"Milford Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","The Acres, Milford, Co. Donegal, Ireland",https://thisismilford.com/,,info@mdrc.ie,55.0879227,-7.6989323,drop-venue
"Millstreet Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","West End, Coomlogane, Millstreet, Co. Cork, Ireland",https://totsspots.com/listing/millstreet-parent-baby-toddler-group/,0857478059,,52.0540186,-9.0669469,drop-venue
Monaghan Toddler Group - Teach Na nDaoine,"Playgroups, Baby & Toddler Group","Killyconigan, Monaghan, H18 D218, Ireland",https://teachnadaoinefrc.com/our-supports/,04771398,info@teachnadaoine.com,54.2413831,-6.9907929,full
Monaghan Toddler Groups with no Social Presence,"Playgroups, Baby & Toddler Group","Drum, County Monaghan, H16 FH61, Ireland Skinnagin, Monaghan, Ireland Smithborough, Monaghan, Ireland Glaslough, Co. Monaghan, Ireland Saint Patrick's Church, Church Square, Roosky, Monaghan, Ireland",https://totsspots.com/listing/monaghan-parent-baby-toddler-group/,,,54.2485576,-6.9688855,area-level
"Monard Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Monard, County Tipperary, Ireland",https://totsspots.com/listing/monard-parent-baby-toddler-group/,086 3667624,,52.5106514,-8.2233189,full
Mooncoin Kilkenny - Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Mooncoin, County Kilkenny, Ireland",https://totsspots.com/listing/mooncoin-kilkenny-baby-toddler-group/,086 2546317,,52.2908987,-7.2514947,full
"Moville Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Magheranappan, County Donegal, F93 X593, Ireland",https://movillefrc.com/parents-and-toddlers-group,,raymond54c@gmail.com,54.863017,-7.7136237,full
"Moyvane Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Glin Road, Moyvane North, Moyvane, County Kerry, Ireland",https://totsspots.com/listing/moyvane-parent-baby-toddler-group/,,,52.1453345,-9.5174011,area-level
"Muine Bheag Parent, Baby & Toddler Group -Bagenalstown","Playgroups, Baby & Toddler Group","Moneybeg, Muine Bheag, County Carlow, R21 Y753, Ireland",https://bagenalstownfamilyresourcecentre.ie/services/family-support-services/,,,52.6984667,-6.9700253,full
"Mullagh Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Main Street, Mullagh, Mullagh, County Cavan, Ireland",https://totsspots.com/listing/mullagh-cavan-parent-baby-and-toddler-group/,,pandtgroup2021@gmail.com,53.8115178,-6.9464997,full
"Nenagh Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Tyone, Nenagh, County Tipperary, E45 FC94, Ireland",https://www.silverarchfrc.ie/news/145/community-families-parent-toddler-amp-baby-groups.php,087 9520130,info@silverarchfrc.ie,52.8529011,-8.1862566,full
"New Ross Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Bullawn, New Ross, County Wexford, Ireland","https://www.youthnewross.com/parentchild/#:~:text=3.-,Parent%20and%20toddler%20group,Kitchen%20in%20Youth%20New%20Ross.",051 425 415,,52.3970977,-6.9409486,full
"Newcastle West Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Desmond Business Park, Gortboy, Newcastle West, Co. Limerick, Ireland",https://totsspots.com/listing/kids-and-co-parent-baby-toddler-group/,,,52.454514,-9.0499525,drop-venue
Newpark Kilkenny - Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Newpark Lower, Kilkenny, R95 X588, Ireland",https://www.kilkennychurch.com/parents-toddlers,086 1547151,,52.6613973,-7.2477552,full
"Newport Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cloondaff, County Mayo, F28 P9P7, Ireland",https://totsspots.com/listing/newport-parent-baby-toddler-group/,,kath.omalley@hotmail.co.uk,53.9487376,-9.4338523,full
"Newport Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Clonbealy, Newport, County Tipperary, V94 EY72, Ireland",https://www.silverarchfrc.ie/news/145/community-families-parent-toddler-amp-baby-groups.php,087 9520130,info@silverarchfrc.ie,52.7158203,-8.4000701,full
"Newtown Cork Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Newtownshandrum, County Cork, Ireland",https://totsspots.com/listing/newtownshandrum-parent-baby-toddler-group/,0861918543,,52.3456847,-8.7674998,full
"Oughterard / Clann / Corrib Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Oughterard, Co. Galway, Ireland",http://clannrescentre.com/activities/children-activities/corrib-baby-and-toddler/,,developmentofficer@clannrescentre.com,53.4284256,-9.3226023,full
"Pettigo Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","High Street, Pettigo, County Donegal, Ireland",https://totsspots.com/listing/pettigo-donegal-toddler-group/,,theforgefrc@protonmail.com,54.5494414,-7.8321522,drop-venue
"Portarlington Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Link Road, Cooltederry, Portarlington, County Laois, Ireland",https://totsspots.com/listing/portarlington-laois-parent-baby-toddler-group/,,carolarogan.ck@gmail.com,53.1524492,-7.1889641,drop-venue
Quin Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Quingardens, County Clare, V95 RX75, Ireland",https://totsspots.com/listing/quin-baby-toddler-group-clare/,0860486263,quintoddlergroup@gmail.com,52.8143881,-8.8726875,full
"Quin Village Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Quingardens, County Clare, V95 RX75, Ireland",https://totsspots.com/listing/quin-village-parent-baby-and-toddler-group/,0831179172,,52.8143881,-8.8726875,full
"Rahara Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Rahara, County Roscommon, F42 XR20, Ireland",https://totsspots.com/listing/rahara-parent-baby-and-toddler-group/,,,53.5254542,-8.1448123,full
"Ramsgrange Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ramsgrange, County Wexford, Ireland",http://swwfrc.ie/family-supports-swwfrc/the-parent-and-toddler-group/,087 3605595,,52.2451176,-6.9196647,full
Raphoe Family Resource Centre Toddler Group,"Playgroups, Baby & Toddler Group","Raphoe Townparks, County Donegal, F93 DX0E, Ireland",https://raphoefrc.ie/little-smiles-with-big-dreams-toddler-group-2,,laura.doran@raphoefrc.ie,54.8736062,-7.6040263,full
Raphoe Little Sparks Donegal Toddler Group,"Playgroups, Baby & Toddler Group","Derry Road, Magherasollus, Donegal, Ireland",https://totsspots.com/listing/raphoe-donegal-sparks-toddler-group/,,kathycarter73@msn.com,54.882099,-7.5802807,drop-venue
"Raphoe Parent, Baby, Toddler Group","Playgroups, Baby & Toddler Group","Raphoe Townparks, County Donegal, F93 XF53, Ireland",https://totsspots.com/listing/raphoe-donegal-toddler-group/,,claire.okane@dpfss.ie,54.8736062,-7.6040263,full
"Rathedmond Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Wine Street, Rathedmond, Sligo, Ireland",https://totsspots.com/listing/rathedmond-parent-baby-toddler-group/,087 9137713,,54.2722984,-8.4780032,full
"Rathnure Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Rathnure Upper, County Wexford, Y21 V228, Ireland",https://totsspots.com/listing/rathnure-parent-baby-toddler-group/,086 8428848,,52.4960925,-6.7659104,full
"Ray Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Ray, County Donegal, F92 CD70, Ireland",https://totsspots.com/listing/ray-donegal-toddler-group/,,mariekgordon@hotmail.com,54.9207542,-7.9523852,drop-venue
"Reenard (South Kerry) Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Reenard, County Kerry, V23 TX20, Ireland",https://totsspots.com/listing/reenard-parent-baby-toddler-group/,087 7606631,,51.929722,-10.26,full
Renaniree Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Reananerree, County Cork, P12 F447, Ireland",https://totsspots.com/listing/renaniree-parent-baby-toddler-group/,0879639293,,51.9022877,-9.1494406,full
Renmore Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Renmore Avenue, Renmore, Galway, Ireland",https://totsspots.com/listing/renmore-parent-baby-toddler-group/,,lodonnell1@gmail.com,53.2761856,-9.0186346,full
"Rockchapel Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Tooreennagrena, County Cork, P51 T670, Ireland",https://totsspots.com/listing/rockchapel-baby-toddler-group/,087 6818113,,52.2798576,-9.1334326,full
"Rooskey Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Main St, Roosky, County Roscommon, Ireland",https://totsspots.com/listing/rooskey-parent-baby-and-toddler-group/,,,53.832305,-7.9268047,drop-venue
"Roscrea / Corville Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Roscrea, Co. Tipperary, Ireland",https://totsspots.com/listing/corville-parent-baby-toddler-group/,086 1913383,,52.9551598,-7.7990264,full
Rossbrien - Mother & Toddler Group - Adapt - Domestic Abuse,"Playgroups, Baby & Toddler Group","Rossbrien, Limerick, Ireland",https://adaptservices.ie/child-and-youth/,,childcare@adaptservices.ie,52.6382387,-8.6266399,full
"Rosslare Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Bearlough, County Wexford, Y35 CC9N, Ireland",https://www.rosslareholidayresort.ie/events,053-9132202,,52.2829606,-6.3945523,full
"Schull Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Pier Road, Meenvane, Schull, Cork, Ireland",https://totsspots.com/listing/schull-parent-baby-toddler-group/,,,51.5280227,-9.5424861,drop-venue
"Shanakill Tralee Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Shanakill Estate, Tralee, County Kerry, Ireland",https://totsspots.com/listing/shanakill-parent-baby-toddler-group/,089 4678544,,52.2692116,-9.7057047,drop-venue
"Shannon Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Smithstown, Shannon, County Clare, V14 KX52, Ireland",https://totsspots.com/listing/shannon-parent-baby-toddler-group/,086 300 9450,,52.7191462,-8.8745666,full
"Shannon Parent, Baby & Toddler Group - Resource Centre","Playgroups, Baby & Toddler Group","Ballycasey More, Shannon, County Clare, V14 XV97, Ireland",https://www.shannonfrc.com/parentandtoddler.html,061707600,admin@shannonfrc.ie,52.7102948,-8.8587661,full
"Sheeps Head Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Durrus, County Cork, Ireland",https://totsspots.com/listing/sheeps-head-parent-baby-toddler-group/,,,51.6215577,-9.5234383,full
"Shercock Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Shercock, County Cavan, Ireland",https://totsspots.com/listing/shercock-parent-baby-and-toddler-group/,,shercockchildresource@eircom.net,53.9951052,-6.8982056,full
"Sligo Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","49 The Mall, Rathquarter, Sligo, Ireland",https://sligofamilyresourcecentre.org/parent-and-toddler-group/,071 91 46315,,54.2744544,-8.4637286,drop-venue
"Strandhill Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Carrowbunnaun, Co. Sligo, Ireland Carrowbunnaun, County Sligo, F91 XH50, Ireland",https://totsspots.com/listing/strandhill-parent-baby-toddler-group/,086 6038260,,53.3411249,-6.2545,area-level
"Stranorlar Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Stranorlar, County Donegal, Ireland",https://totsspots.com/listing/stranorlar-parent-baby-and-toddler-group/,,sally.mooney@finnvalleyfrc.ie,54.8044663,-7.7691565,full
"Swanlinbar Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Swanlinbar, County Cavan, Ireland",https://totsspots.com/listing/swanlinbar-parent-baby-and-toddler-group/,,samymac1@live.ie,54.194722,-7.704444,full
"Swinford Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cuilmore Rd, Cloonlara, County Mayo, Ireland",https://totsspots.com/listing/swinford-parent-baby-and-toddler-group/,,grainne-king15@outlook.com,53.9504733,-8.9207104,drop-venue
"Taghmon Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Taghmon, County Wexford, Y35 WTP3, Ireland",http://taghmonfrc.ie/?fbclid=IwZXh0bgNhZW0CMTAAAR1nCALu5Aq2sRK76VVZKFLvhAgVXB6HNBkffxlgR2msaWS-zi_20M9ZPro_aem_328nOz86NtT11BsqNOWYFw,053 9134465,,52.322808,-6.6542361,full
"Templemore Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Kiltillane, County Tipperary, E41 X433, Ireland",https://totsspots.com/listing/templemore-corville-parent-baby-toddler-group/,0831606832,,52.7944041,-7.8263783,full
"Termon Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Termon, County Donegal, Ireland",https://craoibhintermon.ie/programs/,074 911 9988,,54.5496254,-7.8316875,full
"Thurles Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Thurles Townparks, Thurles, County Tipperary, E41 A4E8, Ireland",https://www.silverarchfrc.ie/news/145/community-families-parent-toddler-amp-baby-groups.php,087 9520130,info@silverarchfrc.ie,52.6788894,-7.8127778,full
"Togher Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Togher, Cork, T12 DN1Y, Ireland",https://tfamc.ie/?fbclid=IwY2xjawKR0ohleHRuA2FlbQIxMABicmlkETF0Sm9qT3lTTEVuQlp3VFJZAR4uwKOE5IV_GbZnmS5FsdChqtuvOH3seMiTjuTCdt6C8fukNhSx_CaYtc6WHQ_aem_zg-6wndANClDK3HvjCzBZw,,operations@tfamc.ie,51.8767758,-8.4939627,full
"Tralee (St Brendan's) Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Rahoonane, Tralee, County Kerry, V92 XA36, Ireland",https://totsspots.com/listing/tralee-parent-baby-toddler-group/,,,52.2785751,-9.6962823,full
Tralee Down Syndrome Toddler Group,"Playgroups, Baby & Toddler Group","Tralee, County Kerry, V92 YK79, Ireland",https://downsyndrome.ie/branches-detail/kerry/,0874330090,,52.2692116,-9.7057047,full
"Tubbercurry Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Mountain Rd, Tobercurry, Co. Sligo, Ireland",https://tubbercurryfrc.com/,071 91 86926,,54.0448828,-8.7259179,full
"Tulla Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Chapel St, Tulla, Co. Clare, Ireland",https://totsspots.com/listing/tulla-parent-baby-toddler-group/,087 6860800,,52.865281,-8.7581024,full
Tullow Parent & Toddler Group Carlow,"Playgroups, Baby & Toddler Group","Tullowphelim, County Carlow, R93 CY68, Ireland",https://www.forwardstepsfrc.com/servicessupport,059 9152776,receptionforwardsteps@gmail.com,52.8091063,-6.7313719,full
"Turlough Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Turlough Rd, Castlebar, Co. Mayo, Ireland",https://totsspots.com/listing/turlough-parent-baby-and-toddler-group/,,,53.8635791,-9.2954038,full
Watergrasshill Playgroup,"Playgroups, Baby & Toddler Group","Mitchellsfort, County Cork, T56 X021, Ireland",https://www.facebook.com/share/577zzhoQSn4Hu6GA/,+353 83 858 4097,Lsmith_sa@yahoo.com,51.9988117,-8.3438384,full
"Westport Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cahernamart, Westport, County Mayo, F28 FN32, Ireland",https://totsspots.com/listing/westport-parent-baby-toddler-group/,,westportpandt@gmail.com,53.7978012,-9.5223567,full
Westside Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Galway, H91 R853, Ireland",https://www.westsideresourcecentre.ie/index.html,,info@westsideresourcecentre.ie,53.2744122,-9.0490601,full
"Wexford Down Syndrome Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Crannford, County Wexford, Ireland",https://downsyndrome.ie/branches-detail/wexford/,086 3332845,,52.6819249,-6.38914,full
Whitechurch and Waterloo Toddler Group,"Playgroups, Baby & Toddler Group","Farranastig, County Cork, T34 RR58, Ireland",https://totsspots.com/listing/whitechurch-waterloo-toddler-group/,,,51.9768747,-8.5411171,full
Woodford/Surrounding Areas Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Woodford, Galway, Ireland",https://totsspots.com/listing/woodford-parent-baby-toddler-group/,,woodfordplaygroup@gmail.com,53.0521806,-8.399454,full
"Belmullet Parent, Baby and Toddler Group","Playgroups, Baby Massage, Baby & Toddler Group","Logmore, County Mayo, Ireland",https://totsspots.com/listing/belmullet-parent-baby-toddler-group/,,aine.conway47@gmail.com,53.9086522,-9.2981258,drop-venue
Mahon Parent and Toddler Group & Baby Massage Cork,"Playgroups, Baby Massage, Baby & Toddler Group","Mahon, Cork, T12 Y180, Ireland",https://mahonfamilycentre.wixsite.com/themahonfamilycentre/blank-1,,,51.8938281,-8.3979873,full
"Downstrands Parent, Baby and Toddler Group","Playgroups, Baby Massage, For Parents, Baby & Toddler Group","Kilclooney Beg, County Donegal, F94 DN83, Ireland",https://downstrandsfrc.ie/downstrands-parent-toddler-group/,,familysupportdfrc@protonmail.com,54.8232881,-8.4365125,full
Bloom Baby Classes Midlands Ireland,"Playgroups, Baby Massage, Sensory/Messy Play","Mucklagh, County Offaly, R35 DN02, Ireland Crannagh, County Roscommon, N37 T298, Ireland Aghafin, County Longford, N39 W425, Ireland Springfield Or Spittlefield, Mullingar, County Westmeath, N91 PX22, Ireland",http://www.bloombabyclasses.com/midlands-ireland/,0857357963,maria@bloombabyclasses.com,53.3411249,-6.2545,area-level
Bloom Baby Classes North West Ireland,"Playgroups, Baby Massage, Sensory/Messy Play, Movement & Play","Townparks, Carrick-On-Shannon, County Leitrim, N41 X9D6, Ireland",https://www.bloombabyclasses.com/north-west-ireland/,089 4082728,trish@bloombabyclasses.com,53.9488872,-8.0907441,full
Bloom Baby Classes North West Ireland,"Playgroups, Baby Massage, Sensory/Messy Play, Movement & Play","Abbeyhalfquarter, Ballina, County Mayo, F26 E7D6, Ireland",https://www.bloombabyclasses.com/north-west-ireland/,089 4082728,trish@bloombabyclasses.com,54.1130195,-9.1391942,full
Down Syndrome Limerick Toddler Group/ Social Club - Newcastle/Castletroy,"Playgroups, Baby Massage, Swimming, Social, Baby & Toddler Group","Newcastle, Limerick, V94 D998, Ireland Bawnmore, County Limerick, Ireland Castletroy, County Limerick, Ireland",https://downsyndromelimerick.ie/activities-for-members/,061 334023,info@downsyndromelimerick.ie,52.5188316,-8.7958347,area-level
Ardfallen/Douglas Breastfeeding and Toddler Group,"Playgroups, Breast Feeding, Baby & Toddler Group","Douglas Road, Cork, Ireland",https://www.lalecheleagueireland.com/groups,,,51.8785129,-8.4373594,full
"Corglass Cavan Parent, Baby and Toddler Group","Playgroups, Breast Feeding, Baby & Toddler Group","Corglass, County Cavan, H12 ND36, Ireland",http://cavanbaptist.ie/little-hands-toddler-group/,0892374924,,54.0342408,-7.4768498,full
Monaghan / Castleblayney Breastfeeding & Baby Group,"Playgroups, Breast Feeding, Baby & Toddler Group","Dernaglug, County Monaghan, A75 EF99, Ireland Latlorcan, Monaghan, H18 RK15, Ireland",https://www.lalecheleagueireland.com/groups,,lalecheleaguemonaghan@gmail.com,54.2465449,-6.9552287,area-level
Tipperary Town Toddler Group & Breastfeeding Group,"Playgroups, Breast Feeding, Baby & Toddler Group","Carrownreddy, Tipperary, E34 EE39, Ireland",https://threedrivesfrc.org/index.php/family-support/,062-80831,infothreedrivesfrc@gmail.com,52.4802213,-8.1555577,full
